circID	seqnames	start	end	width	type	gene_id	strand	SameGflag	OverGflag	OverGeneID	OverGeneName
cRNA_3017	chr8	95571430	95576895	5466	EX-JNC	ENSMUSG00000031782.16	+	TRUE	1	NA	NA
cRNA_3018	chr8	107707758	107718238	10481	JNC-JNC	ENSMUSG00000041308.7	+	TRUE	1	NA	NA
cRNA_3019	chr9	6269538	6293937	24400	EX-JNC	NA	NA	FALSE	0	ENSMUSG00000032006.16/ENSMUSG00000047619.6	Pdgfd/Ddi1
cRNA_3020	chr9	6288490	6337441	48952	JNC-JNC	ENSMUSG00000032006.16	+	TRUE	1	NA	NA
cRNA_3021	chr9	14504050	14507896	3847	JNC-JNC	ENSMUSG00000013076.18	-	TRUE	1	NA	NA
cRNA_3022	chr9	32363429	32388069	24641	JNC-JNC	ENSMUSG00000016087.14	-	TRUE	1	NA	NA
cRNA_3023	chr9	50964696	50974572	9877	NO-EX	ENSMUSG00000060594.7	-	NA	NA	NA	NA
cRNA_3024	chr9	53060803	53121076	60274	JNC-JNC	ENSMUSG00000053289.9	-	TRUE	1	NA	NA
cRNA_3025	chr9	59709197	59722661	13465	JNC-JNC	ENSMUSG00000039585.16	+	TRUE	1	NA	NA
cRNA_3026	chr9	69904363	69906552	2190	JNC-JNC	ENSMUSG00000011958.18	+	TRUE	1	NA	NA
cRNA_3027	chr9	69906376	69911623	5248	JNC-JNC	ENSMUSG00000011958.18	+	TRUE	1	NA	NA
cRNA_3028	chr9	72499033	72500642	1610	JNC-JNC	ENSMUSG00000037674.16	+	TRUE	1	NA	NA
cRNA_3029	chr9	77081241	77098019	16779	JNC-JNC	ENSMUSG00000032355.17	-	TRUE	1	NA	NA
cRNA_3030	chr9	77088634	77124330	35697	JNC-JNC	ENSMUSG00000032355.17	-	TRUE	1	NA	NA
cRNA_3031	chr9	79994712	80006188	11477	JNC-JNC	ENSMUSG00000034252.15	+	TRUE	1	NA	NA
cRNA_3032	chr9	79999549	80018735	19187	JNC-JNC	ENSMUSG00000034252.15	+	TRUE	1	NA	NA
cRNA_3033	chr9	80010976	80031228	20253	JNC-JNC	ENSMUSG00000034252.15	+	TRUE	1	NA	NA
cRNA_3034	chr9	82808450	82841904	33455	JNC-JNC	ENSMUSG00000032253.14	-	TRUE	1	NA	NA
cRNA_3035	chr9	90767410	90790934	23525	UNKNOWN	NA	NA	NA	NA	NA	NA
cRNA_3036	chr9	95374377	95375870	1494	JNC-JNC	ENSMUSG00000032407.15	-	TRUE	1	NA	NA
cRNA_3037	chr9	96105147	96129141	23995	JNC-JNC	ENSMUSG00000032411.16	+	TRUE	1	NA	NA
cRNA_3038	chr9	100587206	100639839	52634	JNC-JNC	ENSMUSG00000037286.16	+	TRUE	1	NA	NA
cRNA_3039	chr9	110999324	111009340	10017	JNC-JNC	ENSMUSG00000032497.20	+	TRUE	1	NA	NA
cRNA_3040	chr9	121960959	121986363	25405	JNC-JNC	ENSMUSG00000038145.18	+	TRUE	1	NA	NA
cRNA_3041	chrX	82389868	82533551	143684	JNC-JNC	ENSMUSG00000045103.20	+	TRUE	1	NA	NA
cRNA_3042	chrX	82998569	83008447	9879	JNC-JNC	ENSMUSG00000045103.20	+	TRUE	1	NA	NA
cRNA_3043	chrX	101612896	101618680	5785	JNC-JNC	ENSMUSG00000034055.17	-	TRUE	1	NA	NA
cRNA_3044	chrX	128948074	129010130	62057	JNC-JNC	ENSMUSG00000034480.19	+	TRUE	1	NA	NA
cRNA_3045	chrX	158094460	158111473	17014	JNC-JNC	ENSMUSG00000031309.16	+	TRUE	1	NA	NA
cRNA_3046	chr1	5159232	5194692	35461	JNC-JNC	ENSMUSG00000033793.13	+	TRUE	1	NA	NA
cRNA_3047	chr1	40042917	40049837	6921	JNC-JNC	ENSMUSG00000026074.16	+	TRUE	1	NA	NA
cRNA_3048	chr1	59852747	59854570	1824	JNC-JNC	ENSMUSG00000067336.7	+	TRUE	1	NA	NA
cRNA_3049	chr1	66812065	66846763	34699	JNC-JNC	ENSMUSG00000026004.16	-	TRUE	1	NA	NA
cRNA_3050	chr1	91016356	91031040	14685	JNC-JNC	ENSMUSG00000026305.16	+	TRUE	1	NA	NA
cRNA_3051	chr1	150282213	150283328	1116	JNC-JNC	ENSMUSG00000006005.19	+	TRUE	1	NA	NA
cRNA_3052	chr1	167062261	167065217	2957	JNC-JNC	ENSMUSG00000026558.14	-	TRUE	1	NA	NA
cRNA_3053	chr1	180006142	180006849	708	JNC-JNC	ENSMUSG00000026489.14	-	TRUE	1	NA	NA
cRNA_3054	chr1	191481652	191495783	14132	JNC-JNC	ENSMUSG00000026623.17	+	TRUE	1	NA	NA
cRNA_3055	chr10	7515809	7524919	9111	JNC-JNC	ENSMUSG00000019795.18	-	TRUE	1	NA	NA
cRNA_3056	chr10	12312025	12323836	11812	JNC-JNC	ENSMUSG00000019820.12	-	TRUE	1	NA	NA
cRNA_3057	chr10	25143206	25147539	4334	JNC-JNC	ENSMUSG00000039166.17	-	TRUE	1	NA	NA
cRNA_3058	chr10	33884989	33888133	3145	JNC-JNC	ENSMUSG00000019782.11	-	TRUE	1	NA	NA
cRNA_3059	chr10	39618687	39675973	57287	JNC-JNC	ENSMUSG00000019841.16	+	TRUE	1	NA	NA
cRNA_3060	chr10	43003775	43036840	33066	JNC-JNC	ENSMUSG00000038248.9	-	TRUE	1	NA	NA
cRNA_3061	chr10	50624902	50630218	5317	JNC-JNC	ENSMUSG00000038774.10	+	TRUE	1	NA	NA
cRNA_3062	chr11	53259487	53266460	6974	JNC-JNC	ENSMUSG00000049470.14	+	TRUE	1	NA	NA
cRNA_3063	chr11	60351613	60353460	1848	JNC-JNC	ENSMUSG00000020537.10	+	TRUE	1	NA	NA
cRNA_3064	chr11	61777526	61800772	23247	JNC-JNC	ENSMUSG00000047804.16	-	TRUE	1	NA	NA
cRNA_3065	chr11	72536363	72553999	17637	JNC-JNC	ENSMUSG00000020794.14	+	TRUE	1	NA	NA
cRNA_3066	chr11	77462433	77470671	8239	JNC-JNC	ENSMUSG00000017291.14	-	TRUE	1	NA	NA
cRNA_3067	chr11	83375477	83378239	2763	JNC-JNC	ENSMUSG00000020680.16	+	TRUE	1	NA	NA
cRNA_3068	chr11	85422619	85474820	52202	JNC-JNC	ENSMUSG00000059439.16	+	TRUE	1	NA	NA
cRNA_3069	chr11	93915743	93939384	23642	IN-JNC	ENSMUSG00000020859.17	+	TRUE	1	NA	NA
cRNA_3070	chr11	101107821	101109546	1726	JNC-JNC	ENSMUSG00000006920.15	-	TRUE	1	NA	NA
cRNA_3071	chr11	108555322	108648645	93324	JNC-JNC	ENSMUSG00000020728.18	+	TRUE	1	NA	NA
cRNA_3072	chr11	108555322	108699565	144244	JNC-JNC	ENSMUSG00000020728.18	+	TRUE	1	NA	NA
cRNA_3073	chr12	40718405	40726789	8385	JNC-JNC	ENSMUSG00000035954.11	+	TRUE	1	NA	NA
cRNA_3074	chr12	52604272	52609210	4939	JNC-JNC	ENSMUSG00000035133.10	+	TRUE	1	NA	NA
cRNA_3075	chr12	53115890	53119294	3405	JNC-JNC	ENSMUSG00000061603.9	+	TRUE	1	NA	NA
cRNA_3076	chr12	55829567	55842561	12995	JNC-JNC	ENSMUSG00000021027.18	-	TRUE	1	NA	NA
cRNA_3077	chr12	71942501	71962562	20062	JNC-JNC	ENSMUSG00000034574.11	+	TRUE	1	NA	NA
cRNA_3078	chr12	75818579	75831003	12425	UNKNOWN	NA	NA	NA	NA	NA	NA
cRNA_3079	chr12	77495247	77497050	1804	JNC-JNC	ENSMUSG00000021065.17	+	TRUE	1	NA	NA
cRNA_3080	chr12	85923265	85926249	2985	JNC-JNC	ENSMUSG00000012609.20	+	TRUE	1	NA	NA
cRNA_3081	chr12	100582256	100585900	3645	JNC-JNC	ENSMUSG00000021180.10	-	TRUE	1	NA	NA
cRNA_3082	chr12	105765910	105786709	20800	JNC-JNC	ENSMUSG00000021111.16	+	TRUE	1	NA	NA
cRNA_3083	chr13	9172144	9201260	29117	JNC-JNC	ENSMUSG00000033499.15	+	TRUE	1	NA	NA
cRNA_3084	chr13	17924842	17939678	14837	JNC-JNC	ENSMUSG00000041297.9	-	TRUE	1	NA	NA
cRNA_3085	chr13	19007950	19014963	7014	JNC-JNC	ENSMUSG00000041236.9	+	TRUE	1	NA	NA
cRNA_3086	chr13	63545897	63550852	4956	JNC-JNC	ENSMUSG00000021461.18	-	TRUE	1	NA	NA
cRNA_3087	chr13	77214719	77274833	60115	JNC-JNC	ENSMUSG00000021597.17	-	TRUE	1	NA	NA
cRNA_3088	chr13	119566696	119577407	10712	JNC-JNC	ENSMUSG00000025451.16	+	TRUE	1	NA	NA
cRNA_3089	chr14	8416740	8456690	39951	JNC-JNC	ENSMUSG00000021738.6	-	TRUE	1	NA	NA
cRNA_3090	chr14	32279796	32281674	1879	JNC-IN	ENSMUSG00000054051.8	+	TRUE	1	NA	NA
cRNA_3091	chr14	40537701	40542792	5092	EX-JNC	ENSMUSG00000037833.15	-	TRUE	1	NA	NA
cRNA_3092	chr14	47946259	47949965	3707	JNC-JNC	ENSMUSG00000021843.18	+	TRUE	1	NA	NA
cRNA_3093	chr14	67061794	67067431	5638	JNC-JNC	ENSMUSG00000022048.9	-	TRUE	1	NA	NA
cRNA_3094	chr15	3418130	3581167	163038	JNC-JNC	ENSMUSG00000055737.13	-	TRUE	1	NA	NA
cRNA_3095	chr15	5351725	5362531	10807	UNKNOWN	NA	NA	NA	NA	NA	NA
cRNA_3096	chr15	11883384	11895890	12507	JNC-JNC	ENSMUSG00000022206.8	-	TRUE	1	NA	NA
cRNA_3097	chr15	57915620	57932825	17206	JNC-JNC	ENSMUSG00000022361.15	-	TRUE	1	NA	NA
cRNA_3098	chr15	60825155	60839194	14040	EX-NO	ENSMUSG00000115231.2	+	NA	NA	NA	NA
cRNA_3099	chr15	66466656	66467048	393	JNC-JNC	ENSMUSG00000072501.6	+	TRUE	1	NA	NA
cRNA_3100	chr15	73192624	73215208	22585	JNC-JNC	ENSMUSG00000022607.19	-	TRUE	1	NA	NA
cRNA_3101	chr15	79421198	79421746	549	JNC-JNC	ENSMUSG00000055065.8	-	TRUE	1	NA	NA
cRNA_3102	chr15	80768408	80786913	18506	JNC-JNC	ENSMUSG00000047888.11	+	TRUE	1	NA	NA
cRNA_3103	chr15	96329662	96344472	14811	JNC-JNC	ENSMUSG00000033228.9	-	TRUE	1	NA	NA
cRNA_3104	chr16	5774113	5774727	615	UNKNOWN	NA	NA	NA	NA	NA	NA
cRNA_3105	chr16	15617731	15634758	17028	JNC-JNC	ENSMUSG00000022672.9	+	TRUE	1	NA	NA
cRNA_3106	chr16	20116343	20117076	734	JNC-JNC	ENSMUSG00000033918.17	-	TRUE	1	NA	NA
cRNA_3107	chr16	32186162	32194842	8681	JNC-JNC	ENSMUSG00000053774.10	+	TRUE	1	NA	NA
cRNA_3108	chr16	93598449	93603359	4911	JNC-JNC	ENSMUSG00000022946.11	+	TRUE	1	NA	NA
cRNA_3109	chr17	14564589	14595781	31193	JNC-JNC	ENSMUSG00000023886.11	+	TRUE	1	NA	NA
cRNA_3110	chr17	15962419	15963492	1074	JNC-JNC	ENSMUSG00000023852.15	+	TRUE	1	NA	NA
cRNA_3111	chr17	26955763	26958642	2880	JNC-JNC	ENSMUSG00000048249.15	+	TRUE	1	NA	NA
cRNA_3112	chr17	32993415	32996501	3087	EX-JNC	ENSMUSG00000024298.16	-	TRUE	1	NA	NA
cRNA_3113	chr17	36352341	36377282	24942	JNC-JNC	NA	NA	FALSE	0	ENSMUSG00000056116.19/ENSMUSG00000091373.5	H2-T22/Gm8810
cRNA_3114	chr17	57713834	57715495	1662	JNC-JNC	ENSMUSG00000004730.16	+	TRUE	1	NA	NA
cRNA_3115	chr17	78587402	78623175	35774	JNC-JNC	ENSMUSG00000024074.9	+	TRUE	1	NA	NA
cRNA_3116	chr18	7901496	7910824	9329	JNC-JNC	ENSMUSG00000024283.16	+	TRUE	1	NA	NA
cRNA_3117	chr18	36744853	36747870	3018	JNC-JNC	ENSMUSG00000024483.20	+	TRUE	1	NA	NA
cRNA_3118	chr18	67652361	67663554	11194	JNC-JNC	ENSMUSG00000024533.18	-	TRUE	1	NA	NA
cRNA_3119	chr18	89047016	89056079	9064	JNC-JNC	ENSMUSG00000023066.11	+	TRUE	1	NA	NA
cRNA_3120	chr19	3836389	3846708	10320	JNC-JNC	ENSMUSG00000045098.20	+	TRUE	1	NA	NA
cRNA_3121	chr19	16736951	16743904	6954	JNC-JNC	ENSMUSG00000046230.12	-	TRUE	1	NA	NA
cRNA_3122	chr19	26683468	26688085	4618	JNC-JNC	ENSMUSG00000024921.18	+	TRUE	1	NA	NA
cRNA_3123	chr19	41534314	41544140	9827	JNC-JNC	ENSMUSG00000025019.18	+	TRUE	1	NA	NA
cRNA_3124	chr2	18106269	18128623	22355	JNC-JNC	ENSMUSG00000026743.17	+	TRUE	1	NA	NA
cRNA_3125	chr2	18137762	18151683	13922	IN-JNC	ENSMUSG00000026743.17	+	TRUE	1	NA	NA
cRNA_3126	chr2	18137834	18151683	13850	IN-JNC	ENSMUSG00000026743.17	+	TRUE	1	NA	NA
cRNA_3127	chr2	18164267	18175886	11620	JNC-JNC	ENSMUSG00000026743.17	+	TRUE	1	NA	NA
cRNA_3128	chr2	52339962	52345721	5760	JNC-JNC	ENSMUSG00000017412.16	-	TRUE	1	NA	NA
cRNA_3129	chr2	68189158	68228876	39719	JNC-JNC	ENSMUSG00000027030.16	-	TRUE	1	NA	NA
cRNA_3130	chr2	76884921	76890025	5105	JNC-JNC	ENSMUSG00000044033.17	-	TRUE	1	NA	NA
cRNA_3131	chr2	83483702	83494536	10835	JNC-EX	ENSMUSG00000027091.15	+	TRUE	1	NA	NA
cRNA_3132	chr2	91635369	91640554	5186	JNC-JNC	ENSMUSG00000040506.17	+	TRUE	1	NA	NA
cRNA_3133	chr2	131113479	131116183	2705	JNC-JNC	ENSMUSG00000037514.19	+	TRUE	1	NA	NA
cRNA_3134	chr2	142490348	142532621	42274	JNC-JNC	ENSMUSG00000038844.11	-	TRUE	1	NA	NA
cRNA_3135	chr2	148528434	148532903	4470	JNC-EX	ENSMUSG00000027439.10	+	TRUE	1	NA	NA
cRNA_3136	chr2	155024078	155044199	20122	JNC-JNC	ENSMUSG00000027598.17	+	TRUE	1	NA	NA
cRNA_3137	chr2	155274736	155282705	7970	JNC-JNC	ENSMUSG00000038369.15	-	TRUE	1	NA	NA
cRNA_3138	chr2	160592883	160594494	1612	JNC-JNC	ENSMUSG00000016933.18	+	TRUE	1	NA	NA
cRNA_3139	chr3	51201514	51233456	31943	JNC-JNC	ENSMUSG00000037174.19	-	TRUE	1	NA	NA
cRNA_3140	chr4	44018813	44025560	6748	JNC-JNC	ENSMUSG00000028478.19	+	TRUE	1	NA	NA
cRNA_3141	chr4	83454027	83473121	19095	JNC-JNC	ENSMUSG00000052407.18	+	TRUE	1	NA	NA
cRNA_3142	chr4	101222663	101231520	8858	IN-JNC	ENSMUSG00000087361.8	+	TRUE	1	NA	NA
cRNA_3143	chr4	108336070	108356595	20526	JNC-JNC	ENSMUSG00000034610.15	+	TRUE	1	NA	NA
cRNA_3144	chr4	120938369	120940622	2254	JNC-JNC	ENSMUSG00000043207.11	-	TRUE	1	NA	NA
cRNA_3145	chr4	123817753	123823773	6021	JNC-JNC	ENSMUSG00000028646.17	+	TRUE	1	NA	NA
cRNA_3146	chr4	130220986	130223467	2482	JNC-JNC	ENSMUSG00000028772.20	-	TRUE	1	NA	NA
cRNA_3147	chr5	21431242	21447880	16639	JNC-JNC	ENSMUSG00000039934.13	+	TRUE	1	NA	NA
cRNA_3148	chr5	21634722	21652355	17634	JNC-JNC	ENSMUSG00000047221.6	+	TRUE	1	NA	NA
cRNA_3149	chr5	24688339	24698124	9786	JNC-JNC	ENSMUSG00000023353.15	+	TRUE	1	NA	NA
cRNA_3150	chr5	25071077	25076657	5581	JNC-JNC	ENSMUSG00000028944.15	-	TRUE	1	NA	NA
cRNA_3151	chr5	115233110	115234014	905	JNC-JNC	ENSMUSG00000029550.12	+	TRUE	1	NA	NA
cRNA_3152	chr5	122689123	122698808	9686	EX-JNC	ENSMUSG00000029469.15	-	TRUE	1	NA	NA
cRNA_3153	chr5	135250812	135260636	9825	JNC-JNC	ENSMUSG00000002748.8	+	TRUE	1	NA	NA
cRNA_3154	chr5	148855406	148858222	2817	JNC-JNC	ENSMUSG00000041298.17	-	TRUE	1	NA	NA
cRNA_3155	chr6	11959928	11962788	2861	IN-JNC	ENSMUSG00000029629.18	+	TRUE	1	NA	NA
cRNA_3156	chr6	31143411	31174786	31376	JNC-JNC	ENSMUSG00000044471.14	-	TRUE	1	NA	NA
cRNA_3157	chr6	31403649	31410066	6418	JNC-JNC	ENSMUSG00000025609.16	+	TRUE	1	NA	NA
cRNA_3158	chr6	32945136	33026359	81224	JNC-JNC	ENSMUSG00000053768.14	-	TRUE	1	NA	NA
cRNA_3159	chr6	34863001	34868472	5472	JNC-JNC	ENSMUSG00000058486.12	-	TRUE	1	NA	NA
cRNA_3160	chr6	47474155	47479524	5370	JNC-JNC	ENSMUSG00000029686.16	+	TRUE	1	NA	NA
cRNA_3161	chr6	67054232	67093751	39520	JNC-JNC	NA	NA	FALSE	0	ENSMUSG00000087231.9/ENSMUSG00000097603.4	E230016M11Rik/A430010J10Rik
cRNA_3162	chr6	71529383	71556820	27438	JNC-JNC	ENSMUSG00000053119.12	+	TRUE	1	NA	NA
cRNA_3163	chr6	88329428	88335624	6197	IN-JNC	ENSMUSG00000033216.10	-	TRUE	1	NA	NA
cRNA_3164	chr6	108458184	108462299	4116	JNC-JNC	ENSMUSG00000030102.12	+	TRUE	1	NA	NA
cRNA_3165	chr6	148982304	148986434	4131	JNC-JNC	ENSMUSG00000030313.16	-	TRUE	1	NA	NA
cRNA_3166	chr7	18676141	18684544	8404	JNC-JNC	ENSMUSG00000030411.17	+	TRUE	1	NA	NA
cRNA_3167	chr7	19430263	19430935	673	WEX	ENSMUSG00000002985.17	-	TRUE	NA	NA	NA
cRNA_3168	chr7	44986681	44987632	952	EX-JNC	ENSMUSG00000038239.12	+	TRUE	1	NA	NA
cRNA_3169	chr7	49435815	49456374	20560	JNC-JNC	ENSMUSG00000030505.18	+	TRUE	1	NA	NA
cRNA_3170	chr7	73118204	73134345	16142	JNC-JNC	ENSMUSG00000078671.12	-	TRUE	1	NA	NA
cRNA_3171	chr7	80372710	80375849	3140	JNC-JNC	ENSMUSG00000030536.11	-	TRUE	1	NA	NA
cRNA_3172	chr7	97901097	97915454	14358	JNC-JNC	ENSMUSG00000030760.15	-	TRUE	1	NA	NA
cRNA_3173	chr7	121712473	121722931	10459	JNC-JNC	ENSMUSG00000044702.14	-	TRUE	1	NA	NA
cRNA_3174	chr7	130479464	130487178	7715	JNC-JNC	ENSMUSG00000040268.18	+	TRUE	1	NA	NA
cRNA_3175	chr7	132572915	132575352	2438	JNC-JNC	ENSMUSG00000030967.16	+	TRUE	1	NA	NA
cRNA_3176	chr8	34159181	34175730	16550	JNC-JNC	ENSMUSG00000031584.17	+	TRUE	1	NA	NA
cRNA_3177	chr8	34225762	34252131	26370	JNC-JNC	ENSMUSG00000031585.14	+	TRUE	1	NA	NA
cRNA_3178	chr8	69171506	69172146	641	FULLEX	ENSMUSG00000036356.16	-	TRUE	NA	NA	NA
cRNA_3179	chr8	79242215	79305386	63172	JNC-JNC	ENSMUSG00000031684.12	+	TRUE	1	NA	NA
cRNA_3180	chr8	79818462	79818695	234	FULLEX	ENSMUSG00000071064.16	+	TRUE	NA	NA	NA
cRNA_3181	chr8	80390354	80390740	387	JNC-JNC	ENSMUSG00000036990.14	+	TRUE	1	NA	NA
cRNA_3182	chr8	86602263	86648871	46609	JNC-JNC	ENSMUSG00000036879.16	+	TRUE	1	NA	NA
cRNA_3183	chr8	107422081	107426879	4799	JNC-JNC	ENSMUSG00000041949.7	+	TRUE	1	NA	NA
cRNA_3184	chr8	118282714	118284855	2142	JNC-JNC	ENSMUSG00000034330.11	+	TRUE	1	NA	NA
cRNA_3185	chr9	46034515	46066838	32324	JNC-JNC	ENSMUSG00000034135.16	+	TRUE	1	NA	NA
cRNA_3186	chr9	59333406	59344198	10793	JNC-JNC	ENSMUSG00000025234.12	-	TRUE	1	NA	NA
cRNA_3187	chr9	72202561	72246330	43770	JNC-JNC	ENSMUSG00000038535.18	+	TRUE	1	NA	NA
cRNA_3188	chr9	72215233	72220042	4810	JNC-JNC	ENSMUSG00000038535.18	+	TRUE	1	NA	NA
cRNA_3189	chr9	83834336	83873875	39540	IN-JNC	ENSMUSG00000032263.15	+	TRUE	1	NA	NA
cRNA_3190	chr9	92148765	92172912	24148	JNC-JNC	NA	NA	FALSE	0	ENSMUSG00000032369.14/ENSMUSG00000032372.15	Plscr1/Plscr2
cRNA_3191	chr9	95598136	95614262	16127	JNC-JNC	ENSMUSG00000032839.14	-	TRUE	1	NA	NA
cRNA_3192	chr9	95603186	95625404	22219	JNC-JNC	ENSMUSG00000032839.14	-	TRUE	1	NA	NA
cRNA_3193	chr9	102496010	102496959	950	JNC-JNC	ENSMUSG00000032534.19	-	TRUE	1	NA	NA
cRNA_3194	chr9	120282593	120294027	11435	JNC-JNC	ENSMUSG00000041794.14	+	TRUE	1	NA	NA
cRNA_3195	chr1	30876186	30902336	26151	JNC-JNC	ENSMUSG00000048874.16	-	TRUE	1	NA	NA
cRNA_3196	chr10	106859515	106889377	29863	JNC-JNC	ENSMUSG00000035948.14	-	TRUE	1	NA	NA
cRNA_3197	chr10	116935848	116938103	2256	JNC-JNC	ENSMUSG00000020170.5	-	TRUE	1	NA	NA
cRNA_3198	chr10	117528487	117530973	2487	JNC-JNC	ENSMUSG00000020184.16	-	TRUE	1	NA	NA
cRNA_3199	chr11	4766082	4770493	4412	JNC-JNC	ENSMUSG00000009073.17	-	TRUE	1	NA	NA
cRNA_3200	chr11	23226427	23228925	2499	JNC-JNC	ENSMUSG00000020290.15	+	TRUE	1	NA	NA
cRNA_3201	chr11	55116792	55124482	7691	JNC-EX	ENSMUSG00000020261.16	+	TRUE	1	NA	NA
cRNA_3202	chr11	82810550	82817013	6464	JNC-JNC	ENSMUSG00000018845.15	+	TRUE	1	NA	NA
cRNA_3203	chr11	84908456	84913731	5276	JNC-JNC	ENSMUSG00000000804.15	-	TRUE	1	NA	NA
cRNA_3204	chr13	95145316	95151723	6408	JNC-JNC	ENSMUSG00000042015.18	+	TRUE	1	NA	NA
cRNA_3205	chr13	98925871	98926381	511	JNC-JNC	ENSMUSG00000041685.17	-	TRUE	1	NA	NA
cRNA_3206	chr14	46999985	47006354	6370	JNC-JNC	ENSMUSG00000037628.11	+	TRUE	1	NA	NA
cRNA_3207	chr14	63162579	63171851	9273	JNC-JNC	ENSMUSG00000014547.11	+	TRUE	1	NA	NA
cRNA_3208	chr14	73499969	73511186	11218	JNC-JNC	ENSMUSG00000022105.7	-	TRUE	1	NA	NA
cRNA_3209	chr15	3573507	3581167	7661	EX-JNC	ENSMUSG00000055737.13	-	TRUE	1	NA	NA
cRNA_3210	chr15	12592167	12592996	830	FULLEX	ENSMUSG00000022197.17	-	TRUE	NA	NA	NA
cRNA_3211	chr15	35533442	35576672	43231	JNC-JNC	ENSMUSG00000037646.11	+	TRUE	1	NA	NA
cRNA_3212	chr15	90864998	90878678	13681	JNC-JNC	ENSMUSG00000022629.18	-	TRUE	1	NA	NA
cRNA_3213	chr15	100013726	100040028	26303	JNC-JNC	ENSMUSG00000023026.17	+	TRUE	1	NA	NA
cRNA_3214	chr17	52110459	52116315	5857	JNC-JNC	ENSMUSG00000023927.16	-	TRUE	1	NA	NA
cRNA_3215	chr17	79957731	79989111	31381	JNC-JNC	ENSMUSG00000036368.9	+	TRUE	1	NA	NA
cRNA_3216	chr17	86781745	86789677	7933	JNC-JNC	ENSMUSG00000045038.15	+	TRUE	1	NA	NA
cRNA_3217	chr18	75652810	75654940	2131	JNC-JNC	ENSMUSG00000052928.10	-	TRUE	1	NA	NA
cRNA_3218	chr19	5760239	5761066	828	JNC-JNC	ENSMUSG00000024937.16	-	TRUE	1	NA	NA
cRNA_3219	chr19	7498152	7506726	8575	JNC-IN	ENSMUSG00000024759.15	+	TRUE	1	NA	NA
cRNA_3220	chr2	37525436	37537297	11862	JNC-JNC	ENSMUSG00000026915.17	-	TRUE	1	NA	NA
cRNA_3221	chr2	76632575	76649160	16586	JNC-JNC	ENSMUSG00000051747.16	-	TRUE	1	NA	NA
cRNA_3222	chr2	76769388	76769651	264	FULLEX	ENSMUSG00000051747.16	-	TRUE	NA	NA	NA
cRNA_3223	chr3	121558650	121566015	7366	JNC-JNC	ENSMUSG00000028127.11	-	TRUE	1	NA	NA
cRNA_3224	chr3	132456948	132521110	64163	JNC-JNC	ENSMUSG00000028030.13	+	TRUE	1	NA	NA
cRNA_3225	chr4	97844611	97909191	64581	JNC-JNC	ENSMUSG00000028565.19	+	TRUE	1	NA	NA
cRNA_3226	chr5	104033773	104038647	4875	JNC-IN	ENSMUSG00000029312.13	-	TRUE	1	NA	NA
cRNA_3227	chr5	121915433	121916168	736	JNC-JNC	ENSMUSG00000042605.17	+	TRUE	1	NA	NA
cRNA_3228	chr6	92878356	92889893	11538	JNC-JNC	ENSMUSG00000030022.15	-	TRUE	1	NA	NA
cRNA_3229	chr7	28476283	28478415	2133	JNC-JNC	ENSMUSG00000015149.15	+	TRUE	1	NA	NA
cRNA_3230	chr7	115957871	115967424	9554	JNC-JNC	ENSMUSG00000030660.10	-	TRUE	1	NA	NA
cRNA_3231	chr7	134326059	134339455	13397	JNC-JNC	ENSMUSG00000058325.7	+	TRUE	1	NA	NA
cRNA_3232	chr9	64742568	64749971	7404	JNC-JNC	ENSMUSG00000053641.10	+	TRUE	1	NA	NA
cRNA_3233	chr9	70610569	70661607	51039	JNC-JNC	ENSMUSG00000054693.15	+	TRUE	1	NA	NA
cRNA_3234	chrX	128702144	128726696	24553	JNC-JNC	ENSMUSG00000034480.19	+	TRUE	1	NA	NA
cRNA_3235	chr11	70808141	70808608	468	FULLEX	ENSMUSG00000020817.17	+	TRUE	NA	NA	NA
cRNA_3236	chr11	108389070	108422291	33222	JNC-JNC	ENSMUSG00000020728.18	+	TRUE	1	NA	NA
cRNA_3237	chr12	73214774	73265916	51143	JNC-JNC	ENSMUSG00000021103.13	+	TRUE	1	NA	NA
cRNA_3238	chr12	85904154	85926249	22096	JNC-JNC	ENSMUSG00000012609.20	+	TRUE	1	NA	NA
cRNA_3239	chr13	49085773	49087554	1782	JNC-JNC	ENSMUSG00000038014.8	-	TRUE	1	NA	NA
cRNA_3240	chr13	107126546	107130450	3905	JNC-JNC	ENSMUSG00000021693.21	-	TRUE	1	NA	NA
cRNA_3241	chr14	79162702	79187017	24316	JNC-JNC	ENSMUSG00000058997.9	+	TRUE	1	NA	NA
cRNA_3242	chr14	106454004	106455615	1612	UNKNOWN	NA	NA	NA	NA	NA	NA
cRNA_3243	chr15	35417657	35430430	12774	JNC-JNC	ENSMUSG00000037646.11	+	TRUE	1	NA	NA
cRNA_3244	chr16	10897568	10902757	5190	JNC-JNC	ENSMUSG00000022498.17	-	TRUE	1	NA	NA
cRNA_3245	chr17	45344125	45359279	15155	JNC-JNC	ENSMUSG00000038954.15	+	TRUE	1	NA	NA
cRNA_3246	chr17	47272425	47287016	14592	JNC-JNC	ENSMUSG00000023977.16	-	TRUE	1	NA	NA
cRNA_3247	chr17	64228608	64231173	2566	JNC-JNC	ENSMUSG00000000127.16	+	TRUE	1	NA	NA
cRNA_3248	chr18	14766600	14769675	3076	JNC-JNC	ENSMUSG00000037013.18	-	TRUE	1	NA	NA
