circID	circAtlas	circBank	circBase	circPedia	Ntools
cRNA_2767	mmu-Stxbp4_0010	mmu_Stxbp4_0022000	mm9_circ_006396	MMU_CIRCpedia_33802	4
cRNA_2768	mmu-Map3k3_0009	mmu_Map3k3_0010000		MMU_CIRCpedia_1699	3
cRNA_2769	mmu-Abca6_0001	mmu_Abca6_0018000		MMU_CIRCpedia_38957	3
cRNA_2770	mmu-Dnmt3a_0001	mmu_Dnmt3a_0021000		MMU_CIRCpedia_18947	3
cRNA_2771	mmu-Pxdn_0007	mmu_Pxdn_0002000		MMU_CIRCpedia_15662	3
cRNA_2772	mmu-Cog5_0004	mmu_Cog5_0058000		MMU_CIRCpedia_16295	3
cRNA_2773	mmu-Snx13_0032	mmu_Snx13_0029000		MMU_CIRCpedia_17601	3
cRNA_2774	mmu-Zfp277_0001	mmu_Zfp277_0008000		MMU_CIRCpedia_19337	3
cRNA_2775	mmu-Dock4_0009	mmu_Dock4_0028000		MMU_CIRCpedia_19392	3
cRNA_2776	mmu-Dock4_0051	mmu_Dock4_0037000		MMU_CIRCpedia_19397	3
cRNA_2777	mmu-Pnpla8_0012	mmu_Pnpla8_0010000		MMU_CIRCpedia_226406	3
cRNA_2778	mmu-Pnpla8_0004	mmu_Pnpla8_0030000	mm9_circ_003458	MMU_CIRCpedia_20271	4
cRNA_2779	mmu-Prkd1_0002	mmu_Prkd1_0019000		MMU_CIRCpedia_226408	3
cRNA_2780	mmu-Strn3_0015	mmu_Strn3_0057000		MMU_CIRCpedia_22139	3
cRNA_2781	mmu-2700097O09Rik_0001	mmu_2700097O09Rik_0008000	mm9_circ_014863	MMU_CIRCpedia_36350	4
cRNA_2782	mmu-Ralgapa1_0059,mmu-Ralgapa1_0085	mmu_Ralgapa1_0150000,mmu_Ralgapa1_0146000		MMU_CIRCpedia_23287	3
cRNA_2783	mmu-Mipol1_0019	mmu_Mipol1_0016000		MMU_CIRCpedia_23803	3
cRNA_2784	mmu-Sos2_0026	mmu_Sos2_0025000		MMU_CIRCpedia_27212	3
cRNA_2785	mmu-Gphn_0004	mmu_Gphn_0122000	mm9_circ_008029	MMU_CIRCpedia_29962	4
cRNA_2786	mmu-Zfyve26_0001	mmu_Zfyve26_0011000		MMU_CIRCpedia_30098	3
cRNA_2787	mmu-Pcnx_0028	mmu_Pcnx_0036000		MMU_CIRCpedia_30980	3
cRNA_2788	mmu-Gpatch2l_0008	mmu_Gpatch2l_0006000			2
cRNA_2789	mmu-Cep128_0037	mmu_Cep128_0099000		MMU_CIRCpedia_34050	3
cRNA_2790	mmu-Spata7_0015	mmu_Spata7_0019000		MMU_CIRCpedia_35841	3
cRNA_2791	mmu-Ttc7b_0004	mmu_Ttc7b_0068000		MMU_CIRCpedia_141	3
cRNA_2792	mmu-Rps6ka5_0009	mmu_Rps6ka5_0028000		MMU_CIRCpedia_210	3
cRNA_2793	mmu-Rps6ka5_0010	mmu_Rps6ka5_0049000			2
cRNA_2794	mmu-Atxn3_0001,mmu-Atxn3_0012	mmu_Atxn3_0015000,mmu_Atxn3_0009000		MMU_CIRCpedia_604	3
cRNA_2795	mmu-Wdr20_0002	mmu_Wdr20_0008000			2
cRNA_2796	mmu-Esyt2_0013	mmu_Esyt2_0010000			2
cRNA_2797	mmu-Ryr2_0134	mmu_Ryr2_0106000		MMU_CIRCpedia_4085	3
cRNA_2798	mmu-Ryr2_0107	mmu_Ryr2_0174000		MMU_CIRCpedia_4169	3
cRNA_2799	mmu-Bmp6_0001	mmu_Bmp6_0005000		MMU_CIRCpedia_222993	3
cRNA_2800	mmu-Ranbp9_0019	mmu_Ranbp9_0017000		MMU_CIRCpedia_20067	3
cRNA_2801	mmu-Dtnbp1_0003	mmu_Dtnbp1_0031000			2
cRNA_2802	mmu-Dtnbp1_0004	mmu_Dtnbp1_0034000			2
cRNA_2803	mmu-Uimc1_0003	mmu_Uimc1_0022000		MMU_CIRCpedia_23043	3
cRNA_2804	mmu-Uimc1_0004	mmu_Uimc1_0032000	mm9_circ_013780	MMU_CIRCpedia_23050	4
cRNA_2805	mmu-Agtpbp1_0023	mmu_Agtpbp1_0145000	mm9_circ_012190	MMU_CIRCpedia_24556	4
cRNA_2806	NA	NA	NA	NA	0
cRNA_2807	mmu-Cdc14b_0024,mmu-Cdc14b_0043	mmu_Cdc14b_0002000,mmu_Cdc14b_0003000			2
cRNA_2808	mmu-Cdc14b_0014	mmu_Cdc14b_0047000	mm9_circ_007835		3
cRNA_2809	mmu-Exoc3_0001	mmu_Exoc3_0004000		MMU_CIRCpedia_28613	3
cRNA_2810	mmu-Xrcc4_0002	mmu_Xrcc4_0016000		MMU_CIRCpedia_33586	3
cRNA_2811	mmu-Ipo11_0004	mmu_Ipo11_0013000		MMU_CIRCpedia_1865	3
cRNA_2812	mmu-Adk_0007	mmu_Adk_0012000		MMU_CIRCpedia_13179	3
cRNA_2813	mmu-Slmap_0001	mmu_Slmap_0008000		MMU_CIRCpedia_14762	3
cRNA_2814	mmu-Slmap_0013	mmu_Slmap_0010000		MMU_CIRCpedia_14763	3
cRNA_2815	mmu-Samd4_0014	mmu_Samd4_0056000		MMU_CIRCpedia_215884	3
cRNA_2816	mmu-Exoc5_0019	mmu_Exoc5_0041000		MMU_CIRCpedia_21459	3
cRNA_2817	mmu-Myh6_0193	mmu_Myh6_0089000			2
cRNA_2818	mmu-intergenic_000118	mmu_Myh6_0121000			2
cRNA_2819	mmu-Cryl1_0003	mmu_Cryl1_0002000		MMU_CIRCpedia_39244	3
cRNA_2820	mmu-Hmbox1_0003	mmu_Hmbox1_0026000		MMU_CIRCpedia_25968	3
cRNA_2821	mmu-Ppp3cc_0021	mmu_Ppp3cc_0020000	mm9_circ_008575	MMU_CIRCpedia_27417	4
cRNA_2822	mmu-Fndc3a_0010	mmu_Fndc3a_0080000	mm9_circ_005137	MMU_CIRCpedia_28121	4
cRNA_2823	mmu-Rb1_0005	mmu_Rb1_0030000		MMU_CIRCpedia_28354	3
cRNA_2824	mmu-Itm2b_0001	mmu_Itm2b_0005000			2
cRNA_2825	mmu-Vwa8_0003	mmu_Vwa8_0119000		MMU_CIRCpedia_30051	3
cRNA_2826	mmu-Ndfip2_0002	mmu_Ndfip2_0009000		MMU_CIRCpedia_1451	3
cRNA_2827	mmu-Ghr_0014	mmu_Ghr_0057000			2
cRNA_2828	mmu-Ghr_0015	mmu_Ghr_0058000			2
cRNA_2829	mmu-Oxct1_0002	mmu_Oxct1_0013000		MMU_CIRCpedia_19363	3
cRNA_2830	mmu-Lifr_0001	mmu_Lifr_0019000		MMU_CIRCpedia_27888	3
cRNA_2831	mmu-Zfpm2_0002	mmu_Zfpm2_0013000	mm9_circ_002584	MMU_CIRCpedia_19447	4
cRNA_2832	mmu-Mtss1_0004	mmu_Mtss1_0007000	mm9_circ_000469	MMU_CIRCpedia_24332	4
cRNA_2833	mmu-Tnrc6b_0005	mmu_Tnrc6b_0053000		MMU_CIRCpedia_30655	3
cRNA_2834	mmu-Tnrc6b_0030	mmu_Tnrc6b_0057000		MMU_CIRCpedia_30660	3
cRNA_2835	mmu-St13_0002	mmu_St13_0026000	mm9_circ_007731	MMU_CIRCpedia_30798	4
cRNA_2836	mmu-Arf3_0002	mmu_Arf3_0005000	mm9_circ_009996		3
cRNA_2837	mmu-intergenic_001324	mmu_Rbfox1_0026000			2
cRNA_2838	mmu-Rbfox1_0019	mmu_Rbfox1_0198000		MMU_CIRCpedia_36699	3
cRNA_2839	mmu-Rbfox1_0015	mmu_Rbfox1_0199000		MMU_CIRCpedia_28475	3
cRNA_2840	mmu-Pi4ka_0003	mmu_Pi4ka_0093000	mm9_circ_007694	MMU_CIRCpedia_11906	4
cRNA_2841	mmu-Klhl24_0002	mmu_Klhl24_0005000		MMU_CIRCpedia_12834	3
cRNA_2842	mmu-Klhl24_0006	mmu_Klhl24_0016000		MMU_CIRCpedia_12838	3
cRNA_2843	mmu-Lpp_0015	mmu_Lpp_0007000			2
cRNA_2844	mmu-Gsk3b_0003	mmu_Gsk3b_0050000		MMU_CIRCpedia_18850	3
cRNA_2845	mmu-Phldb2_0008	mmu_Phldb2_0026000		MMU_CIRCpedia_38436	3
cRNA_2846	mmu-Tbc1d23_0006	mmu_Tbc1d23_0021000			2
cRNA_2847	mmu-St3gal6_0002	mmu_St3gal6_0011000			2
cRNA_2848	mmu-2810055G20Rik_0001	mmu_Mir99ahg_0055000			2
cRNA_2849	mmu-Tulp4_0007	mmu_Tulp4_0042000			2
cRNA_2850	mmu-Qk_0017	mmu_Qk_0047000		MMU_CIRCpedia_759	3
cRNA_2851	mmu-Pdpk1_0018	mmu_Pdpk1_0018000		MMU_CIRCpedia_14041	3
cRNA_2852	mmu-Mapk14_0008	mmu_Mapk14_0013000			2
cRNA_2853	mmu-Zfp871_0002	mmu_Zfp871_0004000			2
cRNA_2854	mmu-Gm26917_0002	mmu_Gm26917_0121000			2
cRNA_2855	mmu-Ppp4r1_0014	mmu_Ppp4r1_0057000		MMU_CIRCpedia_26312	3
cRNA_2856	mmu-Clip4_0006	mmu_Clip4_0017000		MMU_CIRCpedia_27899	3
cRNA_2857	mmu-Crim1_0017	mmu_Crim1_0004000		MMU_CIRCpedia_29836	3
cRNA_2858	mmu-Slc8a1_0015	mmu_Slc8a1_0027000			2
cRNA_2859	mmu-Srbd1_0011	mmu_Srbd1_0058000	mm9_circ_011841	MMU_CIRCpedia_32285	4
cRNA_2860	mmu-Msh2_0001	mmu_Msh2_0009000		MMU_CIRCpedia_32892	3
cRNA_2861	mmu-Zeb1_0002	mmu_Zeb1_0037000			2
cRNA_2862	mmu-Zeb1_0014	mmu_Zeb1_0050000		MMU_CIRCpedia_23528	3
cRNA_2863	mmu-Osbpl1a_0012	mmu_Osbpl1a_0044000		MMU_CIRCpedia_7268	3
cRNA_2864	mmu-Dtna_0003	mmu_Dtna_0046000	mm9_circ_013221	MMU_CIRCpedia_13940	4
cRNA_2865	mmu-Fhod3_0006	mmu_Fhod3_0021000		MMU_CIRCpedia_14329	3
cRNA_2866	mmu-Ammecr1l_0001	mmu_Ammecr1l_0004000		MMU_CIRCpedia_16254	3
cRNA_2867	mmu-Fam13b_0009	mmu_Fam13b_0095000		MMU_CIRCpedia_17360	3
cRNA_2868	mmu-intergenic_001116	mmu_chr18_0499000			2
cRNA_2869	mmu-Prelid2_0003	mmu_Prelid2_0003000		MMU_CIRCpedia_212787	3
cRNA_2870	mmu-Alpk2_0001	mmu_Alpk2_0002000			2
cRNA_2871	mmu-Smad4_0007	mmu_Smad4_0021000		MMU_CIRCpedia_28510	3
cRNA_2872	mmu-Dym_0003	mmu_Dym_0018000	mm9_circ_007065	MMU_CIRCpedia_28920	4
cRNA_2873	mmu-4930481A15Rik_0001	mmu_4930481A15Rik_0001000		MMU_CIRCpedia_211914	3
cRNA_2874	mmu-Map4k2_0005	mmu_Map4k2_0006000	mm9_circ_008322	MMU_CIRCpedia_25584	4
cRNA_2875	mmu-Pank1_0004	mmu_Pank1_0022000			2
cRNA_2876	mmu-Pcgf5_0001	mmu_Pcgf5_0008000		MMU_CIRCpedia_18100	3
cRNA_2877	mmu-Cpeb3_0023	mmu_Cpeb3_0033000		MMU_CIRCpedia_18440	3
cRNA_2878	mmu-Exoc6_0017	mmu_Exoc6_0001000			2
cRNA_2879	mmu-Sorbs1_0057	mmu_Sorbs1_0067000			2
cRNA_2880	mmu-Sorbs1_0012	mmu_Sorbs1_0076000		MMU_CIRCpedia_217013	3
cRNA_2881	mmu-As3mt_0002	mmu_As3mt_0008000			2
cRNA_2882	mmu-Rbm20_0002	mmu_Rbm20_0012000		MMU_CIRCpedia_217017	3
cRNA_2883	mmu-Rbm20_0022	mmu_Rbm20_0016000		MMU_CIRCpedia_217019	3
cRNA_2884	mmu-Rsu1_0002	mmu_Rsu1_0011000		MMU_CIRCpedia_7779	3
cRNA_2885	mmu-Mllt10_0060	mmu_Mllt10_0096000		MMU_CIRCpedia_12370	3
cRNA_2886	mmu-Mllt10_0034	mmu_Mllt10_0133000		MMU_CIRCpedia_12387	3
cRNA_2887	mmu-Pip4k2a_0006	mmu_Pip4k2a_0026000			2
cRNA_2888	mmu-Arhgap21_0003,mmu-Arhgap21_0019	mmu_Arhgap21_0025000,mmu_Arhgap21_0026000		MMU_CIRCpedia_13066,MMU_CIRCpedia_13065	3
cRNA_2889	mmu-Camsap1_0001	mmu_Camsap1_0029000		MMU_CIRCpedia_14682	3
cRNA_2890	mmu-Ttf1_0001	mmu_Ttf1_0013000		MMU_CIRCpedia_219266	3
cRNA_2891	mmu-Odf2_0015	mmu_Odf2_0006000		MMU_CIRCpedia_15643	3
cRNA_2892	mmu-Zer1_0002	mmu_Zer1_0012000		MMU_CIRCpedia_15717	3
cRNA_2893	mmu-Strbp_0027	mmu_Strbp_0025000		MMU_CIRCpedia_18623	3
cRNA_2894	mmu-Gtdc1_0002	mmu_Gtdc1_0019000	mm9_circ_011729	MMU_CIRCpedia_20381	4
cRNA_2895	mmu-Gm13481_0001	mmu_Gm13481_0003000			2
cRNA_2896	mmu-Gm13483_0001	mmu_Gm13483_0028000			2
cRNA_2897	mmu-Tanc1_0002,mmu-Tanc1_0009	mmu_Tanc1_0045000,mmu_Tanc1_0049000	mm9_circ_001840	MMU_CIRCpedia_24634	4
cRNA_2898	mmu-Tank_0004	mmu_Tank_0004000	mm9_circ_004342	MMU_CIRCpedia_25083	4
cRNA_2899	mmu-Stk39_0036	mmu_Stk39_0032000	mm9_circ_014478	MMU_CIRCpedia_26974	4
cRNA_2900	mmu-Stk39_0038	mmu_Stk39_0033000		MMU_CIRCpedia_26975	3
cRNA_2901	mmu-Ttn_1059	mmu_Ttn_0266000		MMU_CIRCpedia_216824	3
cRNA_2902	mmu-Ttn_0174	mmu_Ttn_0392000			2
cRNA_2903	mmu-Ttn_0173	mmu_Ttn_0478000			2
cRNA_2904	mmu-Ttn_1053	mmu_Ttn_0480000		MMU_CIRCpedia_217093	3
cRNA_2905	mmu-Ttn_1054	mmu_Ttn_0481000		MMU_CIRCpedia_216826	3
cRNA_2906	mmu-Ttn_1055	mmu_Ttn_0527000			2
cRNA_2907	mmu-Ttn_1048	mmu_Ttn_0608000		MMU_CIRCpedia_216834	3
cRNA_2908	mmu-Ttn_1061	mmu_Ttn_0609000		MMU_CIRCpedia_216835	3
cRNA_2909	mmu-Calcrl_0002	mmu_Calcrl_0004000		MMU_CIRCpedia_218343	3
cRNA_2910	mmu-Tnks1bp1_0001	mmu_Tnks1bp1_0007000	mm9_circ_015357	MMU_CIRCpedia_31971	4
cRNA_2911	mmu-Ckap5_0021	mmu_Ckap5_0032000		MMU_CIRCpedia_34120	3
cRNA_2912	mmu-Spred1_0003	mmu_Spred1_0002000		MMU_CIRCpedia_4199	3
cRNA_2913	mmu-Tmem87a_0010	mmu_Tmem87a_0038000		MMU_CIRCpedia_5080	3
cRNA_2914	mmu-Plcb4_0001	mmu_Plcb4_0024000	mm9_circ_006778	MMU_CIRCpedia_8335	4
cRNA_2915	mmu-Stau1_0001	mmu_Stau1_0011000		MMU_CIRCpedia_11657	3
cRNA_2916	mmu-Prpf6_0004	mmu_Prpf6_0015000		MMU_CIRCpedia_12405	3
cRNA_2917	mmu-Zfp704_0001	mmu_Zfp704_0016000	mm9_circ_006649	MMU_CIRCpedia_34939	4
cRNA_2918	mmu-Elf2_0022,mmu-Elf2_0031	mmu_Elf2_0057000,mmu_Elf2_0058000		MMU_CIRCpedia_22055	3
cRNA_2919	mmu-Rnf13_0003	mmu_Rnf13_0013000		MMU_CIRCpedia_23955	3
cRNA_2920	mmu-Kpna4_0005	mmu_Kpna4_0034000			2
cRNA_2921	mmu-Fbxw7_0004	mmu_Fbxw7_0009000		MMU_CIRCpedia_31838	3
cRNA_2922	mmu-Fam160a1_0001	mmu_Fam160a1_0013000		MMU_CIRCpedia_32137	3
cRNA_2923	mmu-Mef2d_0002	mmu_Mef2d_0014000		MMU_CIRCpedia_39786	3
cRNA_2924	mmu-Ash1l_0057	mmu_Ash1l_0067000		MMU_CIRCpedia_33285	3
cRNA_2925	mmu-Gdap2_0001	mmu_Gdap2_0003000		MMU_CIRCpedia_61	3
cRNA_2926	mmu-Slc16a1_0004	mmu_Slc16a1_0003000		MMU_CIRCpedia_1292	3
cRNA_2927	mmu-Kcnd3_0002	mmu_Kcnd3_0006000			2
cRNA_2928	mmu-Dram2_0003	mmu_Dram2_0013000			2
cRNA_2929	mmu-Nfkb1_0002	mmu_Nfkb1_0031000		MMU_CIRCpedia_212166	3
cRNA_2930	mmu-Sh3glb1_0002	mmu_Sh3glb1_0025000		MMU_CIRCpedia_9515	3
cRNA_2931	mmu-Asph_0072	mmu_Asph_0009000		MMU_CIRCpedia_34950	3
cRNA_2932	mmu-Asph_0012	mmu_Asph_0070000		MMU_CIRCpedia_35180	3
cRNA_2933	mmu-Asph_0002,mmu-Asph_0001	mmu_Asph_0115000,mmu_Asph_0114000			2
cRNA_2934	mmu-Rars2_0003	mmu_Rars2_0005000		MMU_CIRCpedia_17401	3
cRNA_2935	mmu-Gm12381_0002	mmu_Gm12381_0001000			2
cRNA_2936	mmu-Unc13b_0007	mmu_Unc13b_0008000		MMU_CIRCpedia_20006	3
cRNA_2937	mmu-Kdm4c_0058	mmu_Kdm4c_0056000		MMU_CIRCpedia_28667	3
cRNA_2938	mmu-Mllt3_0009	mmu_Mllt3_0009000	mm9_circ_013661	MMU_CIRCpedia_32922	4
cRNA_2939	mmu-intergenic_001367	mmu_0610043K17Rik_0001000			2
cRNA_2940	mmu-intergenic_001219	mmu_0610043K17Rik_0005000			2
cRNA_2941	mmu-intergenic_004643	mmu_Scp2_0001000			2
cRNA_2942	mmu-Ptp4a2_0006	mmu_Ptp4a2_0001000		MMU_CIRCpedia_7419	3
cRNA_2943	mmu-Ptp4a2_0005	mmu_Ptp4a2_0005000			2
cRNA_2944	mmu-Tmem57_0001	mmu_Maco1_0026000		MMU_CIRCpedia_8184	3
cRNA_2945	mmu-Cdc42_0001	mmu_Cdc42_0007000			2
cRNA_2946	mmu-intergenic_001090,mmu-intergenic_017163	mmu_chr4_1101000,mmu_chr4_1099000	mm9_circ_017175		3
cRNA_2947	mmu-Rere_0036	mmu_Rere_0123000		MMU_CIRCpedia_10092	3
cRNA_2948	mmu-Cd36_0004	mmu_Cd36_0019000			2
cRNA_2949	mmu-Cd36_0007	mmu_Cd36_0028000			2
cRNA_2950	mmu-Fam126a_0007	mmu_Fam126a_0024000		MMU_CIRCpedia_14011	3
cRNA_2951	mmu-Prkag2_0011	mmu_Prkag2_0010000			2
cRNA_2952	mmu-Kmt2c_0026	mmu_Kmt2c_0090000		MMU_CIRCpedia_14481	3
cRNA_2953	mmu-Fam193a_0019,mmu-Fam193a_0037	mmu_Fam193a_0029000,mmu_Fam193a_0040000	mm9_circ_015227	MMU_CIRCpedia_17294,MMU_CIRCpedia_17299	4
cRNA_2954	mmu-Gm7854_0001	mmu_Gm7854_0029000		MMU_CIRCpedia_20026	3
cRNA_2955	mmu-Ppargc1a_0006	mmu_Ppargc1a_0008000			2
cRNA_2956	mmu-Corin_0015	mmu_Corin_0004000			2
cRNA_2957	mmu-Corin_0032	mmu_Corin_0017000			2
cRNA_2958	mmu-Antxr2_0002	mmu_Antxr2_0004000			2
cRNA_2959	mmu-Antxr2_0001	mmu_Antxr2_0022000		MMU_CIRCpedia_35709	3
cRNA_2960	mmu-Wdfy3_0007	mmu_Wdfy3_0025000		MMU_CIRCpedia_39634	3
cRNA_2961	mmu-intergenic_001075	mmu_4930522L14Rik_0002000			2
cRNA_2962	mmu-Atp2a2_0033	mmu_Atp2a2_0079000			2
cRNA_2963	mmu-Anapc5_0004	mmu_Anapc5_0015000		MMU_CIRCpedia_5901	3
cRNA_2964	mmu-Clip1_0017	mmu_Clip1_0037000			2
cRNA_2965	mmu-Rsrc2_0013	mmu_Rsrc2_0040000	mm9_circ_008797	MMU_CIRCpedia_6194	4
cRNA_2966	mmu-Gtf2i_0008	mmu_Gtf2i_0080000			2
cRNA_2967	mmu-intergenic_001088	mmu_Gm43597_0006000			2
cRNA_2968	mmu-N4bp2l2_0001	mmu_N4bp2l2_0017000	mm9_circ_013257		3
cRNA_2969	mmu-Ube2h_0001	mmu_Ube2h_0002000		MMU_CIRCpedia_15749	3
cRNA_2970	mmu-Lincpint_0005	mmu_Lncpint_0063000	mm9_circ_004791		3
cRNA_2971	mmu-Mkln1_0039	mmu_Mkln1_0011000		MMU_CIRCpedia_16124	3
cRNA_2972	mmu-Mkln1_0035	mmu_Mkln1_0018000		MMU_CIRCpedia_227280	3
cRNA_2973	mmu-Cnot4_0001	mmu_Cnot4_0008000		MMU_CIRCpedia_17590	3
cRNA_2974	mmu-Dennd2a_0001	mmu_Dennd2a_0016000		MMU_CIRCpedia_19178	3
cRNA_2975	mmu-Mgam_0002	mmu_Mgam_0015000			2
cRNA_2976	mmu-intergenic_001063	mmu_Igkv1-117_0001000			2
cRNA_2977	mmu-Zfml_0002	mmu_Zfp638_0007000		MMU_CIRCpedia_31442	3
cRNA_2978	mmu-Zfml_0040	mmu_Zfp638_0029000		MMU_CIRCpedia_31454	3
cRNA_2979	mmu-Dysf_0017	mmu_Dysf_0021000		MMU_CIRCpedia_31529	3
cRNA_2980	mmu-Eefsec_0009	mmu_Eefsec_0007000		MMU_CIRCpedia_33066	3
cRNA_2981	mmu-ENSMUSG00000030067,ENSMUSG00000030068_0012	mmu_Gm20696_0002000			2
cRNA_2982	mmu-Shq1_0004	mmu_Shq1_0011000		MMU_CIRCpedia_230	3
cRNA_2983	mmu-Itpr1_0038	mmu_Itpr1_0089000			2
cRNA_2984	mmu-Zfand4_0012	mmu_Zfand4_0011000		MMU_CIRCpedia_4005	3
cRNA_2985	mmu-Cacna1c_0028	mmu_Cacna1c_0100000			2
cRNA_2986	mmu-Erc1_0031	mmu_Erc1_0050000		MMU_CIRCpedia_4846	3
cRNA_2987	mmu-Erc1_0035	mmu_Erc1_0084000		MMU_CIRCpedia_37184	3
cRNA_2988	mmu-Bcl2l13_0003	mmu_Bcl2l13_0009000	mm9_circ_014837	MMU_CIRCpedia_5244	4
cRNA_2989	mmu-Etv6_0016,mmu-Etv6_0006	mmu_Etv6_0006000,mmu_Etv6_0008000	mm9_circ_003371		3
cRNA_2990	mmu-Etv6_0005,mmu-Etv6_0010	mmu_Etv6_0025000,mmu_Etv6_0027000			2
cRNA_2991	mmu-Atf7ip_0021	mmu_Atf7ip_0063000		MMU_CIRCpedia_38544	3
cRNA_2992	mmu-Nlrp5-ps_0003	mmu_Nlrp5-ps_0041000		MMU_CIRCpedia_9630	3
cRNA_2993	mmu-Supt5_0001	mmu_Supt5_0022000		MMU_CIRCpedia_15159	3
cRNA_2994	mmu-Uri1_0007	mmu_Uri1_0008000			2
cRNA_2995	mmu-Ube3a_0005	mmu_Ube3a_0013000			2
cRNA_2996	mmu-Ube3a_0001	mmu_Ube3a_0040000		MMU_CIRCpedia_24440	3
cRNA_2997	mmu-Iqgap1_0034	mmu_Iqgap1_0008000			2
cRNA_2998	mmu-Alpk3_0002	mmu_Alpk3_0009000			2
cRNA_2999	mmu-Eed_0009	mmu_Eed_0020000		MMU_CIRCpedia_33578	3
cRNA_3000	mmu-Sbf2_0033	mmu_Sbf2_0063000	mm9_circ_008110	MMU_CIRCpedia_2865	4
cRNA_3001	mmu-Copb1_0008	mmu_Copb1_0032000		MMU_CIRCpedia_3678	3
cRNA_3002	mmu-Pik3c2a_0016	mmu_Pik3c2a_0034000	mm9_circ_001795	MMU_CIRCpedia_4043	4
cRNA_3003	mmu-Tnrc6a_0005	mmu_Tnrc6a_0013000			2
cRNA_3004	mmu-Mettl10_0001	mmu_Eef1akmt2_0001000	mm9_circ_007071		3
cRNA_3005	mmu-ENSMUSG00000030849,ENSMUSG00000030967_0011	mmu_Zranb1_0006000			2
cRNA_3006	mmu-ENSMUSG00000030849,ENSMUSG00000030967_0009	mmu_Zranb1_0014000	mm9_circ_016232		3
cRNA_3007	mmu-Dock1_0018	mmu_Dock1_0062000	mm9_circ_014776	MMU_CIRCpedia_8188	4
cRNA_3008	mmu-Inpp5a_0008	mmu_Inpp5a_0019000	mm9_circ_011844	MMU_CIRCpedia_8814	4
cRNA_3009	mmu-Mcph1_0003	mmu_Mcph1_0026000	mm9_circ_004459	MMU_CIRCpedia_12550	4
cRNA_3010	mmu-Gatad2a_0002	mmu_Gatad2a_0013000		MMU_CIRCpedia_27321	3
cRNA_3011	mmu-Large_0008	mmu_Large1_0075000		MMU_CIRCpedia_28328	3
cRNA_3012	mmu-Arhgap10_0016	mmu_Arhgap10_0072000		MMU_CIRCpedia_29640	3
cRNA_3013	mmu-Zfp827_0013	mmu_Zfp827_0025000		MMU_CIRCpedia_30069	3
cRNA_3014	mmu-Nfix_0012	mmu_Nfix_0027000			2
cRNA_3015	mmu-Nfix_0005	mmu_Nfix_0033000			2
cRNA_3016	mmu-Mylk3_0031	mmu_Mylk3_0005000			2
cRNA_3017	mmu-Coq9_0003	mmu_Coq9_0005000			2
cRNA_3018	mmu-Sntb2_0003	mmu_Sntb2_0015000		MMU_CIRCpedia_1964	3
cRNA_3019	mmu-Pdgfd_0014	mmu_Pdgfd_0021000			2
cRNA_3020	mmu-Pdgfd_0001	mmu_Pdgfd_0037000		MMU_CIRCpedia_25413	3
cRNA_3021	mmu-Amotl1_0001	mmu_Amotl1_0016000		MMU_CIRCpedia_9621	3
cRNA_3022	mmu-Fli1_0002	mmu_Fli1_0006000		MMU_CIRCpedia_40781	3
cRNA_3023	mmu-intergenic_001065	mmu_Layn_0001000			2
cRNA_3024	mmu-Ddx10_0001	mmu_Ddx10_0012000		MMU_CIRCpedia_22540	3
cRNA_3025	mmu-Myo9a_0071,mmu-Myo9a_0009	mmu_Myo9a_0058000,mmu_Myo9a_0064000		MMU_CIRCpedia_24662	3
cRNA_3026	mmu-Bnip2_0005	mmu_Bnip2_0003000		MMU_CIRCpedia_27348	3
cRNA_3027	mmu-Bnip2_0001	mmu_Bnip2_0006000		MMU_CIRCpedia_27351	3
cRNA_3028	mmu-Rfx7_0004,mmu-Rfx7_0016	mmu_Rfx7_0009000,mmu_Rfx7_0012000	mm9_circ_007596	MMU_CIRCpedia_28107	4
cRNA_3029	mmu-Mlip_0043	mmu_Mlip_0037000		MMU_CIRCpedia_29563	3
cRNA_3030	mmu-Mlip_0008	mmu_Mlip_0039000		MMU_CIRCpedia_29568	3
cRNA_3031	mmu-Senp6_0039	mmu_Senp6_0025000			2
cRNA_3032	mmu-Senp6_0006	mmu_Senp6_0038000		MMU_CIRCpedia_30341	3
cRNA_3033	mmu-Senp6_0047	mmu_Senp6_0063000		MMU_CIRCpedia_30348	3
cRNA_3034	mmu-Phip_0011	mmu_Phip_0109000		MMU_CIRCpedia_31171	3
cRNA_3035	mmu-intergenic_001488	mmu_Gm20561_0002000			2
cRNA_3036	mmu-U2surp_0013	mmu_U2surp_0058000		MMU_CIRCpedia_35108	3
cRNA_3037	mmu-Tfdp2_0027	mmu_Tfdp2_0020000			2
cRNA_3038	mmu-Stag1_0054	mmu_Stag1_0021000		MMU_CIRCpedia_261	3
cRNA_3039	mmu-Lrrfip2_0007	mmu_Lrrfip2_0022000			2
cRNA_3040	mmu-Snrk_0008	mmu_Snrk_0008000		MMU_CIRCpedia_5706	3
cRNA_3041	mmu-Dmd_0057	mmu_Dmd_0042000			2
cRNA_3042	mmu-Dmd_0004	mmu_Dmd_0164000		MMU_CIRCpedia_214105	3
cRNA_3043	mmu-Phka1_0021	mmu_Phka1_0024000		MMU_CIRCpedia_226808	3
cRNA_3044	mmu-Diap2_0016	mmu_Diaph2_0055000		MMU_CIRCpedia_7439	3
