group	seqnames	start	end	n_reads	strand	n_uniq	uniq_bridges	best_qual_left	best_qual_right	edits	anchor_overlap	breakpoints	signal	strandmatch	category	N	ID
136530	chr5	123755399	123755885	107	-	66	9	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	107	chr5:123755399-123755885
137047	chr5	130216242	130219884	1655	+	1118	41	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1655	chr5:130216242-130219884
137048	chr5	130216242	130226957	910	+	594	27	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	910	chr5:130216242-130226957
137306	chr5	134650803	134656629	227	-	166	12	40	3,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	227	chr5:134650803-134656629
137349	chr5	135150360	135152871	696	+	391	29	40	35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	696	chr5:135150360-135152871
137414	chr5	135245444	135252072	201	+	142	9	40	37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	201	chr5:135245444-135252072
137864	chr5	138091182	138092401	268	+	193	12	40	37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	268	chr5:138091182-138092401
137913	chr5	138614828	138615316	411	-	292	17	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,LINEAR,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	411	chr5:138614828-138615316
138312	chr5	143075875	143076684	527	-	386	15	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	527	chr5:143075875-143076684
138485	chr5	144215338	144222405	357	-	250	21	40	35,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	357	chr5:144215338-144222405
138612	chr5	146196315	146208545	352	+	269	12	40	35,36,37,4,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	352	chr5:146196315-146208545
138686	chr5	147387463	147391998	281	+	208	14	40	35,37,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	281	chr5:147387463-147391998
138968	chr5	150393142	150395075	178	+	129	8	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	178	chr5:150393142-150395075
138995	chr5	150527642	150531905	361	-	203	21	40	3,35,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	361	chr5:150527642-150531905
139158	chr6	3545510	3578915	187	+	136	7	40	37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	187	chr6:3545510-3578915
139267	chr6	5100432	5115480	257	+	197	11	40	3,37,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	257	chr6:5100432-5115480
139981	chr6	22132228	22145686	1470	+	874	63	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1470	chr6:22132228-22145686
140055	chr6	23107139	23122736	4001	-	1787	219	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	4001	chr6:23107139-23122736
140447	chr6	29586037	29589228	158	-	108	8	40	35,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	158	chr6:29586037-29589228
140721	chr6	31116664	31158084	248	-	172	10	40	37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	248	chr6:31116664-31158084
140822	chr6	31395866	31410066	855	+	501	39	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	855	chr6:31395866-31410066
141180	chr6	35041833	35057161	297	-	218	12	40	35,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	297	chr6:35041833-35057161
141186	chr6	35054916	35057161	668	-	448	33	40	3,35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	668	chr6:35054916-35057161
141318	chr6	37880468	37896425	329	+	216	14	40	35,37,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	329	chr6:37880468-37896425
141320	chr6	37880468	37908435	599	+	404	16	40	3,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	599	chr6:37880468-37908435
141388	chr6	38044672	38055893	190	-	135	17	40	37,40	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	190	chr6:38044672-38055893
141502	chr6	38438410	38447157	468	+	307	25	40	35,36,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	468	chr6:38438410-38447157
141626	chr6	38795165	38796248	272	-	199	14	40	35,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	272	chr6:38795165-38796248
142116	chr6	47478102	47479524	402	+	258	12	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	402	chr6:47478102-47479524
142142	chr6	47517611	47554601	693	-	460	21	40	35,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	693	chr6:47517611-47554601
142154	chr6	47528666	47554601	273	-	185	13	40	35,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	273	chr6:47528666-47554601
142163	chr6	47553470	47554601	1200	-	773	128	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	1200	chr6:47553470-47554601
142166	chr6	47553497	47554601	328	-	229	11	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	328	chr6:47553497-47554601
142314	chr6	50120699	50140629	471	+	320	13	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	471	chr6:50120699-50140629
142344	chr6	50222910	50228493	132	-	85	20	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	132	chr6:50222910-50228493
142505	chr6	52596962	52607334	609	-	436	11	40	35,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	609	chr6:52596962-52607334
143155	chr6	65839899	65878843	156	+	105	11	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	156	chr6:65839899-65878843
143163	chr6	65846165	65878843	184	+	119	29	40	35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	184	chr6:65846165-65878843
143222	chr6	67054232	67093751	163	+	105	8	40	35,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	163	chr6:67054232-67093751
143459	chr6	71845564	71848542	256	+	185	12	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	256	chr6:71845564-71848542
143638	chr6	72835757	72838908	206	-	154	12	40	2,35,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	206	chr6:72835757-72838908
143682	chr6	78348782	78350311	254	+	160	32	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	254	chr6:78348782-78350311
143793	chr6	83379649	83381806	241	-	178	14	40	2,35,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	241	chr6:83379649-83381806
143918	chr6	84126657	84129391	143	+	98	13	40	37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	143	chr6:84126657-84129391
144426	chr6	88332465	88335624	481	-	345	18	40	35,36,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	481	chr6:88332465-88335624
145039	chr6	93731995	93750670	251	-	163	18	40	35,36,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	251	chr6:93731995-93750670
145345	chr6	98980161	98987018	454	-	319	18	40	35,36,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	454	chr6:98980161-98987018
145484	chr6	99412177	99433541	237	-	154	8	40	4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	237	chr6:99412177-99433541
145788	chr6	108393771	108417648	355	+	224	25	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	355	chr6:108393771-108417648
146086	chr6	113385866	113386301	413	+	287	16	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	413	chr6:113385866-113386301
146244	chr6	115595804	115596041	220	-	158	9	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	220	chr6:115595804-115596041
146263	chr6	115614560	115621603	524	-	353	23	40	35,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	524	chr6:115614560-115621603
146322	chr6	116019832	116020766	294	-	205	14	40	35,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	294	chr6:116019832-116020766
146559	chr6	118753378	118757285	192	-	129	23	40	37,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	192	chr6:118753378-118757285
146615	chr6	118979538	119034476	164	-	111	17	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	164	chr6:118979538-119034476
146634	chr6	119029562	119034476	595	-	399	33	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	595	chr6:119029562-119034476
146805	chr6	119897071	119897989	3104	+	1730	67	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	3104	chr6:119897071-119897989
146877	chr6	119967053	119969521	165	-	111	9	40	35,37,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	165	chr6:119967053-119969521
146914	chr6	120358496	120362674	175	+	123	9	40	4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	175	chr6:120358496-120362674
147119	chr6	122184856	122186065	139	+	98	11	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	139	chr6:122184856-122186065
147219	chr6	124789367	127160662	193	-	133	13	40	3,35,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	193	chr6:124789367-127160662
147500	chr6	128648641	128648805	226	-	136	41	40	40	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	226	chr6:128648641-128648805
147641	chr6	131342025	131342292	264	+	178	35	40	35,36,40,5	1	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,STRANDMATCH,UNAMBIGUOUS_BP	264	chr6:131342025-131342292
147695	chr6	134043270	134114380	300	+	212	14	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	300	chr6:134043270-134114380
147787	chr6	134483159	134490382	774	-	512	31	40	40	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	774	chr6:134483159-134490382
147801	chr6	134518615	134519008	1211	-	775	38	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	1211	chr6:134518615-134519008
147830	chr6	134735582	134738397	588	-	406	20	40	4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	588	chr6:134735582-134738397
147872	chr6	135129819	135132287	491	-	333	30	40	35,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	491	chr6:135129819-135132287
148173	chr6	140489446	140514607	98	+	62	9	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	98	chr6:140489446-140514607
148326	chr6	141594215	141603332	80	+	58	9	40	40	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	80	chr6:141594215-141603332
148335	chr6	141609304	141618039	127	+	99	15	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	127	chr6:141609304-141618039
148451	chr6	142610258	142621289	116	-	79	11	40	4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	116	chr6:142610258-142621289
148523	chr6	143126313	143132360	116	+	82	10	40	35,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	116	chr6:143126313-143132360
148525	chr6	143126313	143143291	171	+	118	12	40	35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	171	chr6:143126313-143143291
148570	chr6	144062170	144100949	258	-	184	13	40	37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	258	chr6:144062170-144100949
148747	chr6	146246555	146260985	123	-	86	9	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	123	chr6:146246555-146260985
148758	chr6	146272751	146277680	154	-	104	8	40	35,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	154	chr6:146272751-146277680
148946	chr6	148312536	148327482	162	-	110	16	40	37,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	162	chr6:148312536-148327482
149452	chr7	14312661	14343264	193	-	125	14	35	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	193	chr7:14312661-14343264
149765	chr7	19148822	19150815	151	+	111	12	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	151	chr7:19148822-19150815
149889	chr7	19430263	19430935	1845	-	587	178	40	35,40	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	1845	chr7:19430263-19430935
149902	chr7	19430518	19430814	191	-	114	18	40	35,37,40	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	191	chr7:19430518-19430814
150179	chr7	25897843	25900657	106	+	81	10	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	106	chr7:25897843-25900657
150583	chr7	28735387	28740318	152	-	97	13	40	40	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	152	chr7:28735387-28740318
150585	chr7	28735405	28740318	4652	-	1344	352	40	40	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	4652	chr7:28735405-28740318
150975	chr7	34052815	34070609	303	-	201	23	40	37,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	303	chr7:34052815-34070609
151709	chr7	46451096	46458303	208	+	148	11	40	3,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	208	chr7:46451096-46458303
151733	chr7	46499602	46500482	176	+	129	14	35	37,4,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	176	chr7:46499602-46500482
152029	chr7	55747125	55748234	243	+	166	15	40	4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	243	chr7:55747125-55748234
152239	chr7	64011688	64021407	390	-	220	56	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	390	chr7:64011688-64021407
152357	chr7	65629895	65633597	235	+	170	13	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	235	chr7:65629895-65633597
152378	chr7	65774990	65775485	204	+	156	9	40	35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	204	chr7:65774990-65775485
152590	chr7	67653558	67654103	208	+	141	13	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	208	chr7:67653558-67654103
152956	chr7	73151657	73153262	335	-	237	12	40	35,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	335	chr7:73151657-73153262
152974	chr7	73163838	73169456	346	-	241	16	40	35,40	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	346	chr7:73163838-73169456
153356	chr7	79475595	79476339	793	-	496	73	40	37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,LINEAR,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	793	chr7:79475595-79476339
153638	chr7	80950388	80956531	223	+	148	18	40	35,40	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	223	chr7:80950388-80956531
153715	chr7	81543547	81555384	432	-	318	16	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	432	chr7:81543547-81555384
153866	chr7	84281864	84283617	393	-	261	17	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	393	chr7:84281864-84283617
153912	chr7	86406146	86412250	159	-	98	26	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	159	chr7:86406146-86412250
153958	chr7	87009936	87025490	184	+	114	16	40	3,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	184	chr7:87009936-87025490
154103	chr7	89809656	89814824	100	+	69	12	40	4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	100	chr7:89809656-89814824
154111	chr7	89809656	89826811	204	+	132	12	40	35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	204	chr7:89809656-89826811
154116	chr7	89809656	89846228	468	+	291	48	40	4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	468	chr7:89809656-89846228
154168	chr7	89838358	89846228	536	+	346	30	40	35,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	536	chr7:89838358-89846228
154492	chr7	97310020	97313973	764	+	507	27	40	3,35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	764	chr7:97310020-97313973
154549	chr7	97532679	97543220	175	+	113	10	40	3,35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	175	chr7:97532679-97543220
154677	chr7	98628843	98653913	121	-	93	23	40	37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	121	chr7:98628843-98653913
154830	chr7	99584369	99604747	2281	-	1187	72	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	2281	chr7:99584369-99604747
