ID	seqnames	end	start	jxntype	overlapL	overlapR	MedianAS	GenomicSize	SplicedSize	LeftBorder	RightBorder	LeftEnvelope	RightEnvelope	EnvelopingStrand	EnvelopingJxnType	Exons	ExonStarts	Exonsizes
chr17:34599968-34601100	chr17	34601100	34599968	2	1	2	297.5	1132	472	1146	114	.	.	.	.	3	0,355,1111	249,202,21
chr1:75387930-75391072	chr1	75391072	75387930	2	0	2	297	3142	289	83	571	.	.	.	.	2	0,3029	176,113
chr17:6187486-6257332	chr17	6257332	6187486	2	0	5	296	69846	2724	14866	6326	.	.	.	.	6	0,39617,47925,61460,64488,69679	1946,130,163,182,136,167
chr17:81696239-81753022	chr17	81753022	81696239	2	0	2	296	56783	999	2762	202215	.	.	.	.	7	0,19256,39371,43833,52962,56058,56676	258,277,101,132,19,105,107
chr18:12817894-12831116	chr18	12831116	12817894	2	0	2	297	13222	820	40793	21890	.	.	.	.	5	0,2114,4935,10398,13053	49,130,116,356,169
chr18:22508190-22567732	chr18	22567732	22508190	2	1	2	295	59542	18066	.	17653	.	.	.	.	5	0,31837,34787,36367,59420	17720,4,110,110,122
chr2:126409667-126422923	chr2	126422923	126409667	2	1	2	297	13256	711	2910	3676	.	.	.	.	5	0,6954,10112,11101,13158	125,196,92,200,98
chr2:15570028-15570366	chr2	15570366	15570028	2	0	3	297.5	338	257	262	22692	.	.	.	.	2	0,176	95,162
chr3:118690743-118737984	chr3	118737984	118690743	2	1	2	297	47241	676	29246	5949	.	.	.	.	4	0,2072,19978,47056	108,171,212,185
chr3:129529451-129533690	chr3	129533690	129529451	2	2	1	297	4239	812	10561	3101	.	.	.	.	4	0,954,1592,4039	203,226,183,200
chr4:45989078-45992270	chr4	45992270	45989078	2	0	1	297	3192	398	1403	2036	.	.	.	.	3	0,971,3118	142,182,74
chr4:49536443-49536753	chr4	49536753	49536443	0	0	5	296	310	310	.	.	.	.	.	.	1	0	310
chr5:32635410-32645049	chr5	32645049	32635410	2	0	4	297	9639	831	18272	3248	.	.	.	.	6	0,2623,5293,7192,7814,9504	132,232,106,73,153,135
chr5:58070498-58099604	chr5	58099604	58070498	2	0	4	296	29106	313	127275	186712	.	.	.	.	2	0,29010	217,96
chr6:140489446-140514607	chr6	140514607	140489446	2	0	0	296	25161	1053	6696	471	.	.	.	.	4	0,7040,8994,25125	468,464,85,36
chr6:17487796-17513540	chr6	17513540	17487796	2	1	3	297	25744	1453	23548	12771	.	.	.	.	3	0,3429,25552	49,1212,192
chr7:130712650-130713979	chr7	130713979	130712650	2	1	3	297	1329	394	1285	4347	.	.	.	.	2	0,1144	209,185
chr7:144035448-144052616	chr7	144052616	144035448	2	0	2	297	17168	1075	460	1372	.	.	.	.	8	0,548,3132,3321,9740,10030,16585,16995	69,177,99,177,202,83,95,173
chr7:51576151-51593539	chr7	51593539	51576151	2	0	0	297	17388	349	3797	9402	.	.	.	.	3	0,10150,17246	142,65,142
chr7:86963272-86988225	chr7	86988225	86963272	2	0	4	298.5	24953	664	7307	21710	.	.	.	.	6	0,3166,7481,9568,9868,24892	73,82,218,166,64,61
chr7:89818390-89826811	chr7	89826811	89818390	2	0	2	298	8421	812	3565	4615	.	.	.	.	8	0,1396,3051,3851,5265,7096,7476,8317	94,113,108,43,87,125,138,104
chr8:13543974-13544480	chr8	13544480	13543974	0	0	4	297	506	259	.	.	.	.	.	.	2	0,286	39,220
chr9:109880991-109882590	chr9	109882590	109880991	2	0	1	296	1599	1599	.	9494	109869536	109892084	1	1	1	0	1599
chr9:88302304-88305071	chr9	88305071	88302304	2	3	2	298	2767	278	4535	15649	.	.	.	.	3	0,497,2646	79,78,121
chrX:83315558-83356232	chrX	83356232	83315558	2	1	2	296	40674	469	195206	60756	.	.	.	.	3	0,37846,40524	176,143,150
chr10:106881074-106920812	chr10	106920812	106881074	2	2	2	297	39738	612	21275	38336	.	.	.	.	4	0,4150,8114,39593	141,136,190,145
chr10:22540262-22541605	chr10	22541605	22540262	2	2	0	296	1343	1343	19049	26428	.	.	.	.	1	0	1343
chr11:80139264-80141952	chr11	80141952	80139264	2	1	1	297.25	2688	317	1625	1840	.	.	.	.	3	0,1769,2604	101,132,84
chr12:24904878-24932793	chr12	24932793	24904878	2	0	0	294.75	27915	351	23104	41404	.	.	.	.	3	0,23311,27837	126,147,78
chr15:37973147-37989896	chr15	37989896	37973147	2	3	0	298	16749	1964	1010	1553	.	.	.	.	14	0,399,2683,3156,5118,6886,7916,8562,11043,12974,13175,15300,16379,16576	114,157,86,177,62,132,146,113,245,100,122,222,115,173
chr16:46256717-46284522	chr16	46284522	46256717	2	2	2	296.25	27805	12037	40211	32455	.	.	.	.	6	0,1575,18269,21759,22460,27463	85,11040,153,119,298,342
chr16:57001855-57007043	chr16	57007043	57001855	2	0	1	298	5188	337	3471	2581	.	.	.	.	4	0,1358,2887,5145	45,141,108,43
chr17:13144155-13147525	chr17	13147525	13144155	2	0	2	297.25	3370	535	437	915	.	.	.	.	4	0,1109,2069,3226	111,156,124,144
chr18:9962373-9970328	chr18	9970328	9962373	2	3	1	298.25	7955	424	1820	5270	.	.	.	.	5	0,889,1449,6377,7881	119,50,97,84,74
chr19:53609020-53612019	chr19	53612019	53609020	2	0	2	296.25	2999	665	1739	1360	.	.	.	.	5	0,1141,2014,2462,2877	118,177,82,166,122
chr2:35533900-35551637	chr2	35551637	35533900	2	0	2	296	17737	238	21604	46022	.	.	.	.	2	0,17603	104,134
chr2:52339962-52345721	chr2	52345721	52339962	1	0	1	297	5759	359	12878	8900	.	.	.	.	3	0,1918,5649	96,153,110
chr3:92161175-92224054	chr3	92224054	92161175	0	0	3	297	62879	59771	.	.	.	.	.	.	2	0,34700	31592,28179
chr4:11338722-11353463	chr4	11353463	11338722	2	1	2	297	14741	431	5248	3996	11333474	.	2	2	3	0,5389,14572	110,152,169
chr4:120319210-120341030	chr4	120341030	120319210	2	0	2	298	21820	785	5503	21450	.	.	.	.	5	0,1061,6221,15988,21576	143,72,236,90,244
chr5:103649233-103649778	chr5	103649778	103649233	2	1	2	296	545	545	9056	14415	103640177	103664193	1	1	1	0	545
chr5:112978026-112994310	chr5	112994310	112978026	1	4	0	297	16284	1260	2073	11957	.	.	.	.	8	0,910,4214,7590,9456,10459,13043,16110	220,185,161,152,82,194,92,174
chr5:52964299-52965702	chr5	52965702	52964299	2	1	3	297.25	1403	252	2505	7440	.	.	.	.	2	0,1302	151,101
chr6:115430261-115430503	chr6	115430503	115430261	0	0	5	294	242	242	.	.	115428044	115440046	1	1	1	0	242
chr6:56766204-56766685	chr6	56766685	56766204	2	0	2	296	481	481	7252	6882	56758952	56774443	2	2	1	0	481
chr6:72105248-72109147	chr6	72109147	72105248	2	0	2	295.5	3899	236	1253	9976	.	.	.	.	2	0,3787	124,112
chr7:19148822-19150815	chr7	19150815	19148822	2	2	1	297	1993	461	566	2548	19145072	.	1	1	3	0,503,1821	155,134,172
chr9:40324593-40367461	chr9	40367461	40324593	2	0	2	295.25	42868	950	79641	9305	40244952	40376766	2	2	2	0,41996	78,872
chr9:7023311-7050483	chr9	7050483	7023311	2	2	2	298	27172	1135	6515	886	.	.	.	.	9	0,8329,11678,12288,14341,18290,21018,25771,27030	90,145,136,121,165,125,100,111,142
chr9:77072047-77124330	chr9	77124330	77072047	2	0	2	297.5	52283	506	26208	12436	.	.	.	.	7	0,9193,16586,25558,25741,25906,52211	129,46,46,61,85,67,72
chr9:77124259-77138236	chr9	77138236	77124259	2	0	2	296	13977	1542	26239	8437	77088679	77146673	2	2	2	0,12507	72,1470
chr10:80979796-80981051	chr10	80981051	80979796	2	3	3	296	1255	1255	5891	2752	.	.	.	.	1	0	1255
chr11:88932274-88940726	chr11	88940726	88932274	2	0	1	299	8452	481	536	418	.	.	.	.	5	0,713,2791,7440,8400	112,129,73,115,52
chr1:20268242-20309662	chr1	20309662	20268242	2	0	3	297	41420	1857	355	36080	.	.	.	.	8	0,1323,2501,11142,13818,22020,24840,41282	158,170,877,154,156,89,115,138
chr1:20573166-20579336	chr1	20579336	20573166	2	0	3	296.5	6170	371	24383	11041	.	.	.	.	2	0,5950	151,220
chr12:13440926-13443533	chr12	13443533	13440926	2	1	4	296	2607	333	11155	11841	.	.	.	.	2	0,2377	103,230
chr1:24652747-24653050	chr1	24653050	24652747	0	0	2	296	303	303	.	.	.	.	.	.	1	0	303
chr12:69407968-69408248	chr12	69408248	69407968	0	0	0	294	280	280	.	.	.	.	.	.	1	0	280
chr1:56884735-56889542	chr1	56889542	56884735	2	1	3	296	4807	369	13939	20928	.	.	.	.	2	0,4594	156,213
chr17:13136864-13147525	chr17	13147525	13136864	2	0	5	297	10661	2486	883	915	.	.	.	.	14	0,1373,1837,2298,2762,4125,4631,5240,5552,6282,7290,8400,9360,10517	195,99,112,183,128,177,125,194,165,572,112,156,124,144
chr17:40155410-40156480	chr17	40156480	40155410	0	0	2	292	1070	428	.	.	.	.	.	.	4	0,202,300,983	181,78,82,87
chr18:67808790-67810932	chr18	67810932	67808790	2	0	2	297	2142	320	2951	2977	.	.	.	.	2	0,1989	167,153
chr19:36653232-36654199	chr19	36654199	36653232	2	0	2	296	967	110	731	8727	36635967	36662926	2	2	2	0,908	51,59
chr2:76683949-76686710	chr2	76686710	76683949	2	0	2	300	2761	417	366	436	76682482	76688247	2	2	5	0,245,544,781,2659	84,79,70,82,102
chr3:122568202-122575283	chr3	122575283	122568202	2	2	2	288	7081	370	8998	12625	.	.	.	.	4	0,1702,4381,7013	72,91,139,68
chr3:129113029-129115150	chr3	129115150	129113029	1	0	1	297	2121	274	1740	10360	.	.	.	.	2	0,1979	132,142
chr4:119390510-119391006	chr4	119391006	119390510	2	1	3	296	496	306	1564	5200	.	.	.	.	2	0,427	237,69
chr5:123728856-123769232	chr5	123769232	123728856	2	2	2	297	40376	2150	7154	4004	.	.	.	.	11	0,12805,18445,21028,26542,26863,31002,31962,32419,36500,39431	53,122,108,118,217,167,158,85,59,118,945
chr5:134303393-134315897	chr5	134315897	134303393	2	1	2	299	12504	451	1952	2243	.	.	.	.	6	0,4897,8247,8654,12155,12320	57,79,45,56,30,184
chr5:36662369-36682392	chr5	36682392	36662369	2	1	1	298	20023	921	9748	5374	.	.	.	.	9	0,2552,3334,7428,9013,14247,15418,17901,19904	110,130,73,96,82,108,119,84,119
chr6:55313822-55323753	chr6	55323753	55313822	0	0	5	295.5	9931	437	.	.	.	.	.	.	4	0,8568,8975,9780	38,166,82,151
chr7:119232285-119239957	chr7	119239957	119232285	2	1	2	296	7672	722	10372	11819	119230515	119241474	2	2	4	0,3387,5002,7512	211,209,142,160
chr7:143555660-143585207	chr7	143585207	143555660	2	2	1	295	29547	315	22391	20818	.	.	.	.	2	0,29327	95,220
chr9:122685764-122686226	chr9	122686226	122685764	2	0	1	296	462	186	1881	308	.	.	.	.	2	0,403	127,59
chr9:6967080-6994146	chr9	6994146	6967080	2	3	2	297	27066	643	11083	2717	.	.	.	.	4	0,16309,25443,26857	210,118,106,209
chr10:53853119-53906890	chr10	53906890	53853119	2	0	2	296	53771	391	42010	32251	.	.	.	.	4	0,37391,48690,53674	95,82,117,97
chr1:14299717-14323326	chr1	14323326	14299717	1	1	2	296	23609	496	20508	17602	.	.	.	.	4	0,1919,22934,23526	84,141,188,83
chr11:95774769-95782799	chr11	95782799	95774769	2	0	2	297	8030	501	2622	22843	.	.	.	.	4	0,4863,7029,7814	38,108,139,216
chr12:3287285-3288112	chr12	3288112	3287285	2	4	1	299	827	283	1355	721	.	.	.	.	3	0,305,743	128,71,84
chr12:51821434-51823413	chr12	51823413	51821434	2	0	0	297	1979	275	500	5851	.	.	.	.	2	0,1844	140,135
chr16:7103342-7124325	chr16	7124325	7103342	2	0	5	297.5	20983	264	8309	23900	.	.	.	.	4	0,6706,8591,20929	54,94,62,54
chr16:7170796-7209904	chr16	7209904	7170796	2	0	2	296	39108	296	22489	15923	.	.	.	.	4	0,16868,22972,39055	133,44,66,53
chr17:40155377-40156510	chr17	40156510	40155377	0	0	5	292	1133	966	.	.	.	.	.	.	4	0,89,235,969	34,125,643,164
chr17:43797102-43798201	chr17	43798201	43797102	2	0	2	298	1099	372	3824	4269	.	.	.	.	2	0,877	150,222
chr2:126403457-126422923	chr2	126422923	126403457	2	0	2	297	19466	1082	1064	3676	.	.	.	.	7	0,3140,6209,13164,16322,17311,19368	210,160,126,196,92,200,98
chr2:12979180-12985369	chr2	12985369	12979180	2	2	2	296	6189	810	631	14191	.	.	.	.	3	0,3790,5923	85,459,266
chr2:132378671-132379779	chr2	132379779	132378671	2	0	2	296	1108	1108	.	.	.	.	.	.	1	0	1108
chr5:89304190-89327703	chr5	89327703	89304190	2	1	0	296	23513	536	6897	17804	.	.	.	.	3	0,14419,23321	272,72,192
chr6:116250534-116282722	chr6	116282722	116250534	2	1	2	296	32188	779	9260	8083	.	.	.	.	5	0,11166,12280,14408,32043	300,77,69,188,145
chr6:120959493-120979836	chr6	120979836	120959493	2	1	4	297	20343	374	8884	6119	.	.	.	.	3	0,19075,20254	196,89,89
chr9:111011887-111034915	chr9	111034915	111011887	2	0	2	298	23028	662	2546	1121	.	.	.	.	7	0,1370,5942,7348,10227,16845,22935	69,91,46,118,73,172,93
chr9:54825144-54825530	chr9	54825530	54825144	0	0	1	296	386	386	.	.	54825143	54827757	1	1	1	0	386
chr9:71628878-71633364	chr9	71633364	71628878	2	0	0	297	4486	1807	4098	11248	.	.	.	.	3	0,1937,2881	106,96,1605
chrY:1129870-1158634	chrY	1158634	1129870	2	0	0	296.25	28764	1912	9064	2540	.	.	.	.	10	0,1165,5001,6977,7787,7936,22077,22898,24284,28036	142,189,116,150,76,66,207,107,131,728
chr10:60159068-60161927	chr10	60161927	60159068	2	1	3	296	2859	790	3605	1222	.	.	.	.	3	0,1643,2733	459,205,126
chr10:91911032-91972552	chr10	91972552	91911032	2	0	2	297.5	61520	61520	.	25414	.	.	.	.	1	0	61520
chr11:16780135-16780494	chr11	16780494	16780135	0	0	5	296	359	359	.	.	16702571	16808895	1	1	1	0	359
chr11:23231306-23232726	chr11	23232726	23231306	2	0	2	297	1420	357	803	1515	.	.	.	.	2	0,1222	159,198
chr12:81361034-81362878	chr12	81362878	81361034	2	2	0	296	1844	1844	128	16536	.	.	.	.	1	0	1844
chr13:59970790-59971306	chr13	59971306	59970790	2	2	2	296	516	516	865	.	.	.	.	.	1	0	516
chr14:52232337-52233864	chr14	52233864	52232337	2	1	3	298	1527	395	481	468	.	.	.	.	3	0,1185,1383	127,124,144
chr15:102066047-102067278	chr15	102067278	102066047	2	2	3	298	1231	333	523	110	.	.	.	.	4	0,460,941,1101	70,86,47,130
chr17:40155275-40156480	chr17	40156480	40155275	0	0	5	290	1205	1038	.	.	.	.	.	.	4	0,191,337,1071	136,125,643,134
chr17:40155353-40156249	chr17	40156249	40155353	0	0	1	293	896	896	.	.	.	.	.	.	1	0	896
chr17:40155375-40156249	chr17	40156249	40155375	0	0	2	293	874	874	.	.	.	.	.	.	1	0	874
chr17:40159152-40159596	chr17	40159596	40159152	0	0	0	292	444	444	.	.	.	.	.	.	1	0	444
chr19:40325430-40332883	chr19	40332883	40325430	2	0	0	296	7453	304	9363	5459	.	.	.	.	4	0,3058,3698,7369	50,103,67,84
chr19:5851553-5851826	chr19	5851826	5851553	0	0	5	295	273	273	.	.	5851408	5851860	2	2	1	0	273
chr2:22296617-22302529	chr2	22302529	22296617	2	2	2	297.5	5912	369	3088	25855	.	.	.	.	3	0,2666,5756	146,67,156
chr2:61443995-61474766	chr2	61474766	61443995	2	0	1	297	30771	566	19449	5315	.	.	.	.	5	0,13254,14069,30063,30655	148,110,120,72,116
chr3:55761192-55799095	chr3	55799095	55761192	2	1	5	296	37903	405	34363	42838	.	.	.	.	4	0,3188,19947,37841	167,110,66,62
chr4:137256116-137256884	chr4	137256884	137256116	2	4	3	299	768	406	2383	2050	.	.	.	.	3	0,357,537	93,82,231
chr8:15113843-15135314	chr8	15135314	15113843	2	1	2	296	21471	1537	2224	13027	.	.	.	.	12	0,1850,5530,5804,6828,13975,14153,17015,17418,19386,20617,21417	118,157,140,159,94,90,52,166,163,143,201,54
chr8:3223480-3224888	chr8	3224888	3223480	2	1	2	297	1408	415	3611	6813	.	.	.	.	2	0,1133	140,275
chr8:35340182-35342462	chr8	35342462	35340182	1	0	0	299	2280	350	3434	14367	.	.	.	.	3	0,574,2185	187,68,95
chrX:167679310-167682782	chrX	167682782	167679310	2	2	0	295	3472	3472	.	.	167579808	168003193	1	1	1	0	3472
chr10:89608449-89630486	chr10	89630486	89608449	2	0	0	297	22037	1514	16496	8394	.	.	.	.	11	0,1492,3351,7247,8539,9982,14517,16710,17963,18775,21895	163,40,93,191,142,172,182,85,184,120,142
chr11:116063056-116063341	chr11	116063341	116063056	0	0	5	296	285	285	.	.	.	.	.	.	1	0	285
chr1:171700264-171701006	chr1	171701006	171700264	2	2	2	297	742	387	4188	11145	.	.	.	.	2	0,607	252,135
chr1:36230610-36236716	chr1	36236716	36230610	2	0	2	297	6106	451	5560	4069	.	.	.	.	4	0,856,4320,6014	86,121,152,92
chr15:50685501-50710338	chr15	50710338	50685501	1	1	0	296	24837	1928	56567	11157	.	.	.	.	5	0,8723,9501,23908,24624	604,179,353,579,213
chr15:91671169-91698936	chr15	91698936	91671169	2	3	2	298	27767	1522	6956	680	.	.	.	.	10	0,9030,10455,14872,16319,17930,19776,24025,25225,27695	161,172,102,196,195,74,186,154,210,72
chr16:38827496-38831734	chr16	38831734	38827496	2	2	1	297	4238	529	104574	10993	.	.	.	.	3	0,1650,4082	164,209,156
chr17:10492876-10501910	chr17	10501910	10492876	2	0	2	296	9034	260	34910	951	.	.	.	.	2	0,8891	117,143
chr17:13144155-13167544	chr17	13167544	13144155	2	0	2	297.25	23389	5102	437	3594	.	.	.	.	13	0,1109,2069,3226,4285,9552,14605,14977,15270,19131,20992,22088,23245	111,156,124,145,119,183,136,97,3495,112,156,124,144
chr1:75395102-75395614	chr1	75395614	75395102	0	0	1	296	512	512	.	.	.	.	.	.	1	0	512
chr19:56338721-56344018	chr19	56344018	56338721	2	3	2	297.25	5297	632	3061	1704	.	.	.	.	4	0,1142,3830,5192	105,313,109,105
chr2:22337182-22366954	chr2	22366954	22337182	2	0	2	298	29772	727	8697	34078	.	.	.	.	6	0,1056,1256,7742,29221,29657	117,106,85,204,100,115
chr2:29804746-29812383	chr2	29812383	29804746	1	1	0	297	7637	811	223	1167	.	.	.	.	6	0,473,2875,6040,6269,7478	186,111,137,112,106,159
chr3:132610419-132623314	chr3	132623314	132610419	2	0	0	297	12895	991	13169	14028	.	.	.	.	6	0,1688,2036,3684,5237,12802	396,124,136,121,121,93
chr5:123755399-123755885	chr5	123755885	123755399	2	0	0	297.75	486	382	2000	3973	.	.	.	.	2	0,320	216,166
chr5:137903792-137910214	chr5	137910214	137903792	1	2	0	294	6422	550	5120	3621	.	.	.	.	5	0,1903,4385,6008,6308	67,129,150,90,114
chr6:129163008-129163433	chr6	129163433	129163008	0	0	0	296	425	425	.	.	.	.	.	.	1	0	425
chr7:122847161-122859865	chr7	122859865	122847161	2	2	5	297	12704	637	7139	4546	.	.	.	.	5	0,2132,4474,10415,12568	105,107,82,207,136
chr7:130065861-130117898	chr7	130117898	130065861	2	1	2	296.5	52037	1152	16775	3187	.	.	.	.	9	0,3124,17551,39590,43350,44875,46679,49630,51973	100,183,34,130,219,253,105,64,64
chr7:130642617-130648318	chr7	130648318	130642617	2	1	3	302	5701	416	1837	1567	.	.	.	.	4	0,2772,3605,5668	324,28,31,33
chr7:141277391-141277583	chr7	141277583	141277391	0	0	2	297	192	192	703	.	.	.	.	.	1	0	192
chr7:141277414-141279395	chr7	141279395	141277414	2	0	1	294.5	1981	367	.	.	.	.	.	.	3	0,1455,1964	234,116,17
chr7:98628843-98641215	chr7	98641215	98628843	2	1	0	298	12372	402	39666	12571	.	.	.	.	4	0,8547,9898,12287	166,62,89,85
chr11:95755723-95756536	chr11	95756536	95755723	0	0	5	296	813	813	.	.	.	.	.	.	1	0	813
chr1:24652509-24653052	chr1	24653052	24652509	0	0	0	294.5	543	543	.	.	.	.	.	.	1	0	543
chr1:37495671-37503615	chr1	37503615	37495671	2	0	1	297	7944	306	1715	2002	.	.	.	.	3	0,6301,7830	115,77,114
chr1:37529341-37575485	chr1	37575485	37529341	2	1	2	296	46144	811	23676	3176	.	.	.	.	4	0,5612,8312,45778	134,142,169,366
chr13:93823436-93828584	chr13	93828584	93823436	2	1	2	297	5148	470	9724	11710	.	.	.	.	3	0,1596,4943	99,166,205
chr15:95786603-95787801	chr15	95787801	95786603	0	0	4	296	1198	1198	.	.	95762189	95792293	1	1	1	0	1198
chr16:32704494-32715567	chr16	32715567	32704494	2	0	0	297	11073	392	6127	3176	.	.	.	.	3	0,7140,10960	129,150,113
chr16:5773351-5774727	chr16	5774727	5773351	2	0	1	295	1376	445	.	.	.	.	.	.	3	0,761,1297	122,244,79
chr17:34599968-34601241	chr17	34601241	34599968	2	1	2	297	1273	500	1146	194	.	.	.	.	4	0,355,1111,1246	249,202,22,27
chr17:40155068-40156808	chr17	40156808	40155068	0	0	1	289	1740	1254	.	.	.	.	.	.	4	0,398,544,1453	343,125,499,287
chr17:40155264-40156606	chr17	40156606	40155264	0	0	2	283	1342	856	.	.	.	.	.	.	4	0,202,348,1257	147,125,499,85
chr17:40155302-40156569	chr17	40156569	40155302	0	0	1	289	1267	781	.	.	.	.	.	.	4	0,164,310,1219	109,125,499,48
chr17:74864896-74880626	chr17	74880626	74864896	2	0	3	297	15730	835	9050	5533	.	.	.	.	5	0,3249,4117,7889,15671	194,113,84,385,59
chr17:75589323-75603338	chr17	75603338	75589323	2	1	1	298	14015	698	3353	13812	.	.	.	.	6	0,591,7686,8962,10427,13895	100,100,127,127,124,120
chr19:36411970-36422477	chr19	36422477	36411970	2	0	0	299	10507	555	22333	5486	.	.	.	.	6	0,2584,2732,5428,8273,10417	97,57,61,150,100,90
chr2:163217524-163218295	chr2	163218295	163217524	2	1	3	295	771	771	25008	20772	.	.	.	.	1	0	771
chr2:43561371-43571523	chr2	43571523	43561371	2	2	2	296	10152	535	5805	732	.	.	.	.	4	0,1311,8392,9989	53,87,232,163
chr2:48045328-48045904	chr2	48045904	48045328	2	1	0	296	576	576	.	.	.	.	.	.	1	0	576
chr2:58661433-58670160	chr2	58670160	58661433	2	0	2	296	8727	633	445	6419	.	.	.	.	4	0,2694,6383,8580	159,116,211,147
chr3:120566331-120593396	chr3	120593396	120566331	2	2	0	295	27065	24775	.	.	.	.	.	.	3	0,24909,26978	24609,79,87
chr5:112923119-112933533	chr5	112933533	112923119	2	0	4	297	10414	370	10691	4322	.	.	.	.	3	0,7331,10303	153,106,111
chr5:18016179-18034547	chr5	18034547	18016179	2	3	4	298	18368	937	12882	880	.	.	.	.	7	0,1831,2931,3491,9258,17593,18274	47,93,181,149,162,211,94
chr5:90679351-90693378	chr5	90693378	90679351	2	0	1	295	14027	348	5018	2307	.	.	.	.	2	0,13894	215,133
chr6:131344728-131347377	chr6	131347377	131344728	2	1	1	298	2649	364	2359	5559	131342369	131356320	2	2	3	0,623,2557	99,173,92
chr6:56150588-56158782	chr6	56158782	56150588	2	2	0	297	8194	625	14575	163328	.	.	.	.	5	0,1304,5489,6465,8080	141,118,68,184,114
chr7:30205646-30206202	chr7	30206202	30205646	2	0	2	295.5	556	405	11696	1618	.	.	.	.	3	0,155,389	81,157,167
chr8:86672681-86697626	chr8	86697626	86672681	2	0	2	298	24945	392	3662	40019	.	.	.	.	4	0,1082,11443,24850	58,79,160,95
chr1:165216227-165219801	chr1	165219801	165216227	2	0	4	297	3574	473	14422	7421	.	.	.	.	3	0,1755,3480	258,121,94
chr1:20573166-20594489	chr1	20594489	20573166	2	2	2	296	21323	2119	24383	9577	.	.	.	.	4	0,5950,17211,19721	151,221,145,1602
chr12:69407980-69408248	chr12	69408248	69407980	0	0	0	294	268	268	201718	.	.	.	.	.	1	0	268
chr16:24261166-24275692	chr16	24275692	24261166	2	0	1	296	14526	408	.	102649	.	.	.	.	3	0,364,14416	187,111,110
chr1:82433444-82434616	chr1	82434616	82433444	2	1	1	296.5	1172	306	1659	5155	.	.	.	.	2	0,1055	189,117
chr18:65482099-65483779	chr18	65483779	65482099	2	0	2	296	1680	1238	41214	22012	.	.	.	.	2	0,1540	1098,140
chr2:13408777-13463938	chr2	13463938	13408777	2	0	1	297	55161	2415	14945	6687	.	.	.	.	14	0,20705,22985,23870,24641,26848,36448,40288,40954,42001,42979,51382,52638,54979	151,189,158,183,162,191,132,218,167,180,146,192,164,182
chr2:76680914-76686710	chr2	76686710	76680914	2	0	2	297	5796	786	189	436	76662219	76688247	2	2	8	0,984,1486,3034,3280,3579,3816,5694	75,211,82,85,79,70,82,102
chr3:116160276-116198267	chr3	116198267	116160276	2	0	4	294.5	37991	296	15354	79	.	.	.	.	4	0,26194,32523,37915	80,94,46,76
chr3:125708287-125709110	chr3	125709110	125708287	2	0	0	296	823	823	39006	22566	.	.	.	.	1	0	823
chr5:122627301-122639011	chr5	122639011	122627301	2	0	1	298	11710	347	140	141	.	.	.	.	4	0,2442,11492,11692	139,106,84,18
chr5:89297159-89327703	chr5	89327703	89297159	2	1	0	296.75	30544	671	13479	17804	.	.	.	.	4	0,7030,21450,30352	134,273,72,192
chr6:142391712-142396254	chr6	142396254	142391712	2	1	3	298	4542	382	15600	1005	.	.	.	.	4	0,2402,3443,4482	127,115,80,60
chr6:22132228-22222539	chr6	22222539	22132228	2	0	2	298	90311	896	8572	10904	.	.	.	.	7	0,3617,6430,11714,13289,83282,90174	158,72,52,188,170,119,137
chr9:110999324-111009340	chr9	111009340	110999324	2	0	1	302	10016	413	3011	2546	110990458	111017829	1	1	7	0,2824,5520,6985,8790,9616,9959	69,43,67,76,52,49,57
chr9:111013258-111034915	chr9	111034915	111013258	2	2	2	299	21657	592	1293	1121	.	.	.	.	6	0,4571,5977,8856,15474,21564	90,46,118,73,172,93
chr10:116789690-116800023	chr10	116800023	116789690	2	2	0	295	10333	3705	.	.	.	.	.	.	4	0,8244,8887,9105	1873,544,60,1228
chr11:80139264-80145688	chr11	80145688	80139264	2	1	0	297	6424	642	1625	999	.	.	.	.	5	0,1769,2604,4528,6221	101,132,85,121,203
chr12:85910338-85925252	chr12	85925252	85910338	2	0	1	299	14914	351	6101	889	.	.	.	.	4	0,960,12926,14822	70,86,103,92
chr13:59643147-59652124	chr13	59652124	59643147	2	0	1	297	8977	1129	1462	3648	.	.	.	.	5	0,229,1642,4680,8860	149,88,85,690,117
chr14:59743714-59776654	chr14	59776654	59743714	2	1	2	297	32940	561	6556	7780	.	.	.	.	5	0,13300,20490,22576,32796	119,170,61,67,144
chr14:87089508-87104078	chr14	87104078	87089508	2	0	2	296.5	14570	370	16970	39294	.	.	.	.	2	0,14330	130,240
chr15:60914965-60925914	chr15	60925914	60914965	2	0	4	295	10949	464	.	.	.	.	.	.	3	0,9607,10820	239,96,129
chr17:40155273-40155670	chr17	40155670	40155273	0	0	1	290.5	397	397	.	.	.	.	.	.	1	0	397
chr17:40155410-40156451	chr17	40156451	40155410	0	0	2	294	1041	874	.	.	.	.	.	.	4	0,56,202,936	1,125,643,105
chr17:69514881-69517378	chr17	69517378	69514881	2	1	0	297	2497	389	131890	27961	.	.	.	.	2	0,2299	191,198
chr17:81340061-81351616	chr17	81351616	81340061	2	0	2	295	11555	501	5661	5749	.	.	.	.	5	0,4865,5472,7799,11467	109,116,73,115,88
chr19:40310237-40332883	chr19	40332883	40310237	2	0	2	297	22646	734	962	5459	.	.	.	.	7	0,2953,5656,15192,18251,18891,22562	168,87,174,51,103,67,84
