circID	Cons_coords	seqnames	start	end	width	Ntools	CIRI2	Terrace	circExplorer2	find_circ	starchip
cRNA_2519	chr13:100482154-100547542	chr13	100482154	100547542	65389	1	chr13:100482154-100547542	NA	NA	NA	NA
cRNA_2520	chr13:100671471-100677692	chr13	100671471	100677692	6222	1	chr13:100671471-100677692	NA	NA	NA	NA
cRNA_2521	chr13:101837955-101846250	chr13	101837955	101846250	8296	2	chr13:101837955-101846250	NA	NA	NA	chr13:101837955-101846250
cRNA_2522	chr13:103970006-103971536	chr13	103970006	103971536	1531	2	chr13:103970006-103971536	NA	NA	NA	chr13:103970006-103971536
cRNA_2523	chr14:3924591-3924927	chr14	3924591	3924927	337	1	chr14:3924591-3924927	NA	NA	NA	NA
cRNA_2524	chr14:6175090-6199288	chr14	6175090	6199288	24199	1	chr14:6175090-6199288	NA	NA	NA	NA
cRNA_2525	chr14:14724790-14730314	chr14	14724790	14730314	5525	2	chr14:14724790-14730314	NA	NA	NA	chr14:14724790-14730314
cRNA_2526	chr14:20654120-20657973	chr14	20654120	20657973	3854	1	chr14:20654120-20657973	NA	NA	NA	NA
cRNA_2527	chr14:21883869-21888111	chr14	21883869	21888111	4243	1	chr14:21883869-21888111	NA	NA	NA	NA
cRNA_2528	chr14:36640391-36663221	chr14	36640391	36663221	22831	1	chr14:36640391-36663221	NA	NA	NA	NA
cRNA_2529	chr14:49270728-49280006	chr14	49270728	49280006	9279	2	chr14:49270728-49280006	NA	NA	NA	chr14:49270728-49280006
cRNA_2530	chr14:57041606-57042320	chr14	57041606	57042320	715	2	chr14:57041606-57042320	NA	NA	NA	chr14:57041606-57042320
cRNA_2531	chr14:65063050-65066117	chr14	65063050	65066117	3068	1	chr14:65063050-65066117	NA	NA	NA	NA
cRNA_2532	chr14:70915519-70920290	chr14	70915519	70920290	4772	2	chr14:70915519-70920290	NA	NA	NA	chr14:70915519-70920290
cRNA_2533	chr14:87694470-87724723	chr14	87694470	87724723	30254	1	chr14:87694470-87724723	NA	NA	NA	NA
cRNA_2534	chr15:12136482-12140738	chr15	12136482	12140738	4257	1	chr15:12136482-12140738	NA	NA	NA	NA
cRNA_2535	chr15:25737536-25742535	chr15	25737536	25742535	5000	1	chr15:25737536-25742535	NA	NA	NA	NA
cRNA_2536	chr15:32269829-32271550	chr15	32269829	32271550	1722	2	chr15:32269829-32271550	NA	NA	NA	chr15:32269829-32271550
cRNA_2537	chr15:35617744-35652512	chr15	35617744	35652512	34769	1	chr15:35617744-35652512	NA	NA	NA	NA
cRNA_2538	chr15:73163884-73181718	chr15	73163884	73181718	17835	1	chr15:73163884-73181718	NA	NA	NA	NA
cRNA_2539	chr16:17166579-17174080	chr16	17166579	17174080	7502	1	chr16:17166579-17174080	NA	NA	NA	NA
cRNA_2540	chr16:30946139-30960615	chr16	30946139	30960615	14477	1	chr16:30946139-30960615	NA	NA	NA	NA
cRNA_2541	chr16:31846530-31856126	chr16	31846530	31856126	9597	1	chr16:31846530-31856126	NA	NA	NA	NA
cRNA_2542	chr16:91461086-91461710	chr16	91461086	91461710	625	1	chr16:91461086-91461710	NA	NA	NA	NA
cRNA_2543	chr16:93644176-93650105	chr16	93644176	93650105	5930	3	chr16:93644176-93650105	NA	NA	chr16:93644176-93650105	chr16:93644176-93650105
cRNA_2544	chr16:94204173-94268919	chr16	94204173	94268919	64747	2	chr16:94204173-94268919	NA	NA	NA	chr16:94204173-94268919
cRNA_2545	chr16:95865950-95869827	chr16	95865950	95869827	3878	1	chr16:95865950-95869827	NA	NA	NA	NA
cRNA_2546	chr17:35485664-35602563	chr17	35485664	35602563	116900	1	chr17:35485664-35602563	NA	NA	NA	NA
cRNA_2547	chr17:53804555-53813543	chr17	53804555	53813543	8989	1	chr17:53804555-53813543	NA	NA	NA	NA
cRNA_2548	chr17:75589323-75603338	chr17	75589323	75603338	14016	2	chr17:75589323-75603338	NA	NA	NA	chr17:75589323-75603338
cRNA_2549	chr17:83732687-83735677	chr17	83732687	83735677	2991	1	chr17:83732687-83735677	NA	NA	NA	NA
cRNA_2550	chr18:5633204-5641518	chr18	5633204	5641518	8315	1	chr18:5633204-5641518	NA	NA	NA	NA
cRNA_2551	chr18:42652433-42671121	chr18	42652433	42671121	18689	2	chr18:42652433-42671121	NA	NA	NA	chr18:42652433-42671121
cRNA_2552	chr18:63888107-63893856	chr18	63888107	63893856	5750	1	chr18:63888107-63893856	NA	NA	NA	NA
cRNA_2553	chr18:75213274-75259990	chr18	75213274	75259990	46717	1	chr18:75213274-75259990	NA	NA	NA	NA
cRNA_2554	chr19:24090110-24098267	chr19	24090110	24098267	8158	1	chr19:24090110-24098267	NA	NA	NA	NA
cRNA_2555	chr19:24416417-24421052	chr19	24416417	24421052	4636	1	chr19:24416417-24421052	NA	NA	NA	NA
cRNA_2556	chr19:38686894-38693889	chr19	38686894	38693889	6996	2	chr19:38686894-38693889	NA	NA	NA	chr19:38686894-38693889
cRNA_2557	chr19:57638690-57645670	chr19	57638690	57645670	6981	1	chr19:57638690-57645670	NA	NA	NA	NA
cRNA_2558	chr2:15569655-15570366	chr2	15569655	15570366	712	2	chr2:15569655-15570366	NA	NA	NA	chr2:15569655-15570366
cRNA_2559	chr2:15929835-15936520	chr2	15929835	15936520	6686	1	chr2:15929835-15936520	NA	NA	NA	NA
cRNA_2560	chr2:18114593-18151683	chr2	18114593	18151683	37091	1	chr2:18114593-18151683	NA	NA	NA	NA
cRNA_2561	chr2:18289434-18298855	chr2	18289434	18298855	9422	1	chr2:18289434-18298855	NA	NA	NA	NA
cRNA_2562	chr2:22796807-22805536	chr2	22796807	22805536	8730	1	chr2:22796807-22805536	NA	NA	NA	NA
cRNA_2563	chr2:23396921-23435591	chr2	23396921	23435591	38671	3	chr2:23396921-23435591	NA	NA	chr2:23396921-23435591	chr2:23396921-23435591
cRNA_2564	chr2:24767467-24777081	chr2	24767467	24777081	9615	1	chr2:24767467-24777081	NA	NA	NA	NA
cRNA_2565	chr2:48817108-48830412	chr2	48817108	48830412	13305	1	chr2:48817108-48830412	NA	NA	NA	NA
cRNA_2566	chr2:68764859-68777701	chr2	68764859	68777701	12843	1	chr2:68764859-68777701	NA	NA	NA	NA
cRNA_2567	chr3:41535630-41551261	chr3	41535630	41551261	15632	1	chr3:41535630-41551261	NA	NA	NA	NA
cRNA_2568	chr3:88907035-88915184	chr3	88907035	88915184	8150	2	chr3:88907035-88915184	NA	NA	NA	chr3:88907035-88915184
cRNA_2569	chr3:144634286-144676226	chr3	144634286	144676226	41941	1	chr3:144634286-144676226	NA	NA	NA	NA
cRNA_2570	chr3:145704221-145712897	chr3	145704221	145712897	8677	1	chr3:145704221-145712897	NA	NA	NA	NA
cRNA_2571	chr4:57709451-57710143	chr4	57709451	57710143	693	3	chr4:57709451-57710143	NA	NA	chr4:57709451-57710143	chr4:57709451-57710143
cRNA_2572	chr4:82268626-82278037	chr4	82268626	82278037	9412	1	chr4:82268626-82278037	NA	NA	NA	NA
cRNA_2573	chr4:108348545-108356595	chr4	108348545	108356595	8051	2	chr4:108348545-108356595	NA	NA	NA	chr4:108348545-108356595
cRNA_2574	chr4:130455309-130457859	chr4	130455309	130457859	2551	2	chr4:130455309-130457859	NA	NA	NA	chr4:130455309-130457859
cRNA_2575	chr4:147891547-147913253	chr4	147891547	147913253	21707	2	chr4:147891547-147913253	NA	NA	NA	chr4:147891547-147913253
cRNA_2576	chr4:150515980-150619402	chr4	150515980	150619402	103423	1	chr4:150515980-150619402	NA	NA	NA	NA
cRNA_2577	chr4:156405278-156409050	chr4	156405278	156409050	3773	3	chr4:156405278-156409050	NA	NA	chr4:156405278-156409050	chr4:156405278-156409050
cRNA_2578	chr5:18494522-18513823	chr5	18494522	18513823	19302	1	chr5:18494522-18513823	NA	NA	NA	NA
cRNA_2579	chr5:28563272-28567232	chr5	28563272	28567232	3961	2	chr5:28563272-28567232	NA	NA	NA	chr5:28563272-28567232
cRNA_2580	chr5:73227226-73230264	chr5	73227226	73230264	3039	1	chr5:73227226-73230264	NA	NA	NA	NA
cRNA_2581	chr5:100551874-100555972	chr5	100551874	100555972	4099	1	chr5:100551874-100555972	NA	NA	NA	NA
cRNA_2582	chr5:106767406-106814711	chr5	106767406	106814711	47306	1	chr5:106767406-106814711	NA	NA	NA	NA
cRNA_2583	chr5:135245444-135247148	chr5	135245444	135247148	1705	1	chr5:135245444-135247148	NA	NA	NA	NA
cRNA_2584	chr5:140660092-140666700	chr5	140660092	140666700	6609	1	chr5:140660092-140666700	NA	NA	NA	NA
cRNA_2585	chr5:144080344-144093812	chr5	144080344	144093812	13469	1	chr5:144080344-144093812	NA	NA	NA	NA
cRNA_2586	chr5:147456315-147468117	chr5	147456315	147468117	11803	1	chr5:147456315-147468117	NA	NA	NA	NA
cRNA_2587	chr6:38288113-38296759	chr6	38288113	38296759	8647	1	chr6:38288113-38296759	NA	NA	NA	NA
cRNA_2588	chr6:42496135-42497934	chr6	42496135	42497934	1800	2	chr6:42496135-42497934	NA	NA	NA	chr6:42496135-42497934
cRNA_2589	chr6:61287798-61290819	chr6	61287798	61290819	3022	2	chr6:61287798-61290819	NA	NA	NA	chr6:61287798-61290819
cRNA_2590	chr6:83905635-83907147	chr6	83905635	83907147	1513	1	chr6:83905635-83907147	NA	NA	NA	NA
cRNA_2591	chr6:97300616-97306525	chr6	97300616	97306525	5910	1	chr6:97300616-97306525	NA	NA	NA	NA
cRNA_2592	chr6:98980161-98993626	chr6	98980161	98993626	13466	2	chr6:98980161-98993626	NA	NA	NA	chr6:98980161-98993626
cRNA_2593	chr6:99412177-99433541	chr6	99412177	99433541	21365	3	chr6:99412177-99433541	NA	NA	chr6:99412177-99433541	chr6:99412177-99433541
cRNA_2594	chr6:100588697-100614083	chr6	100588697	100614083	25387	1	chr6:100588697-100614083	NA	NA	NA	NA
cRNA_2595	chr6:115609858-115621603	chr6	115609858	115621603	11746	1	chr6:115609858-115621603	NA	NA	NA	NA
cRNA_2596	chr6:116110728-116115211	chr6	116110728	116115211	4484	1	chr6:116110728-116115211	NA	NA	NA	NA
cRNA_2597	chr6:118979538-119034476	chr6	118979538	119034476	54939	3	chr6:118979538-119034476	NA	NA	chr6:118979538-119034476	chr6:118979538-119034476
cRNA_2598	chr6:119671532-119699269	chr6	119671532	119699269	27738	2	chr6:119671532-119699269	NA	NA	NA	chr6:119671532-119699269
cRNA_2599	chr6:129157596-129161276	chr6	129157596	129161276	3681	2	chr6:129157596-129161276	NA	NA	NA	chr6:129157596-129161276
cRNA_2600	chr6:140489446-140498524	chr6	140489446	140498524	9079	2	chr6:140489446-140498524	NA	NA	NA	chr6:140489446-140498524
cRNA_2601	chr7:34050711-34050942	chr7	34050711	34050942	232	1	chr7:34050711-34050942	NA	NA	NA	NA
cRNA_2602	chr7:67950581-67954399	chr7	67950581	67954399	3819	1	chr7:67950581-67954399	NA	NA	NA	NA
cRNA_2603	chr7:116016688-116017816	chr7	116016688	116017816	1129	2	chr7:116016688-116017816	NA	NA	NA	chr7:116016688-116017816
cRNA_2604	chr7:132549773-132562463	chr7	132549773	132562463	12691	1	chr7:132549773-132562463	NA	NA	NA	NA
cRNA_2605	chr7:138470139-138478446	chr7	138470139	138478446	8308	1	chr7:138470139-138478446	NA	NA	NA	NA
cRNA_2606	chr7:143077898-143081048	chr7	143077898	143081048	3151	2	chr7:143077898-143081048	NA	NA	NA	chr7:143077898-143081048
cRNA_2607	chr8:25649661-25668010	chr8	25649661	25668010	18350	2	chr8:25649661-25668010	NA	NA	NA	chr8:25649661-25668010
cRNA_2608	chr8:123635407-123642784	chr8	123635407	123642784	7378	1	chr8:123635407-123642784	NA	NA	NA	NA
cRNA_2609	chr9:32644245-32649655	chr9	32644245	32649655	5411	2	chr9:32644245-32649655	NA	NA	NA	chr9:32644245-32649655
cRNA_2610	chr9:60283236-60301829	chr9	60283236	60301829	18594	1	chr9:60283236-60301829	NA	NA	NA	NA
cRNA_2611	chr9:61826894-61832425	chr9	61826894	61832425	5532	1	chr9:61826894-61832425	NA	NA	NA	NA
cRNA_2612	chr9:61975667-61977895	chr9	61975667	61977895	2229	1	chr9:61975667-61977895	NA	NA	NA	NA
cRNA_2613	chr9:67759773-67768167	chr9	67759773	67768167	8395	1	chr9:67759773-67768167	NA	NA	NA	NA
cRNA_2614	chr9:96439453-96450540	chr9	96439453	96450540	11088	2	chr9:96439453-96450540	NA	NA	NA	chr9:96439453-96450540
cRNA_2615	chr9:98896086-98898186	chr9	98896086	98898186	2101	1	chr9:98896086-98898186	NA	NA	NA	NA
cRNA_2616	chr9:120779239-120788595	chr9	120779239	120788595	9357	2	chr9:120779239-120788595	NA	NA	NA	chr9:120779239-120788595
cRNA_2617	chr9:123371409-123381882	chr9	123371409	123381882	10474	1	chr9:123371409-123381882	NA	NA	NA	NA
cRNA_2618	chrX:55688728-55700413	chrX	55688728	55700413	11686	1	chrX:55688728-55700413	NA	NA	NA	NA
cRNA_2619	chrX:73271271-73272434	chrX	73271271	73272434	1164	2	chrX:73271271-73272434	NA	NA	NA	chrX:73271271-73272434
cRNA_2620	chr1:16460045-16464434	chr1	16460045	16464434	4390	1	chr1:16460045-16464434	NA	NA	NA	NA
cRNA_2621	chr1:39302400-39339814	chr1	39302400	39339814	37415	1	chr1:39302400-39339814	NA	NA	NA	NA
cRNA_2622	chr1:56987238-57013480	chr1	56987238	57013480	26243	2	chr1:56987238-57013480	NA	NA	NA	chr1:56987238-57013480
cRNA_2623	chr1:88063799-88067053	chr1	88063799	88067053	3255	1	chr1:88063799-88067053	NA	NA	NA	NA
cRNA_2624	chr1:138981084-139038223	chr1	138981084	139038223	57140	1	chr1:138981084-139038223	NA	NA	NA	NA
cRNA_2625	chr1:151348823-151354376	chr1	151348823	151354376	5554	2	chr1:151348823-151354376	NA	NA	NA	chr1:151348823-151354376
cRNA_2626	chr10:52305289-52312759	chr10	52305289	52312759	7471	3	chr10:52305289-52312759	NA	NA	chr10:52305289-52312759	chr10:52305289-52312759
cRNA_2627	chr10:62273213-62277025	chr10	62273213	62277025	3813	1	chr10:62273213-62277025	NA	NA	NA	NA
cRNA_2628	chr10:84978880-84993058	chr10	84978880	84993058	14179	1	chr10:84978880-84993058	NA	NA	NA	NA
cRNA_2629	chr11:4730578-4734563	chr11	4730578	4734563	3986	1	chr11:4730578-4734563	NA	NA	NA	NA
cRNA_2630	chr11:22749378-22751102	chr11	22749378	22751102	1725	1	chr11:22749378-22751102	NA	NA	NA	NA
cRNA_2631	chr11:80285112-80289296	chr11	80285112	80289296	4185	1	chr11:80285112-80289296	NA	NA	NA	NA
cRNA_2632	chr11:95774769-95782799	chr11	95774769	95782799	8031	2	chr11:95774769-95782799	NA	NA	NA	chr11:95774769-95782799
cRNA_2633	chr11:101185796-101189902	chr11	101185796	101189902	4107	1	chr11:101185796-101189902	NA	NA	NA	NA
cRNA_2634	chr11:104314748-104317294	chr11	104314748	104317294	2547	2	chr11:104314748-104317294	NA	NA	NA	chr11:104314748-104317294
cRNA_2635	chr12:24928190-24932793	chr12	24928190	24932793	4604	1	chr12:24928190-24932793	NA	NA	NA	NA
cRNA_2636	chr12:28909251-28917152	chr12	28909251	28917152	7902	2	chr12:28909251-28917152	NA	NA	NA	chr12:28909251-28917152
cRNA_2637	chr12:29005288-29013340	chr12	29005288	29013340	8053	3	chr12:29005288-29013340	NA	NA	chr12:29005288-29013340	chr12:29005288-29013340
cRNA_2638	chr13:8885333-8887059	chr13	8885333	8887059	1727	1	chr13:8885333-8887059	NA	NA	NA	NA
cRNA_2639	chr13:93998595-94017066	chr13	93998595	94017066	18472	2	chr13:93998595-94017066	NA	NA	NA	chr13:93998595-94017066
cRNA_2640	chr13:94664673-94668574	chr13	94664673	94668574	3902	1	chr13:94664673-94668574	NA	NA	NA	NA
cRNA_2641	chr14:48405654-48416733	chr14	48405654	48416733	11080	3	chr14:48405654-48416733	NA	NA	chr14:48405654-48416733	chr14:48405654-48416733
cRNA_2642	chr15:12230360-12234012	chr15	12230360	12234012	3653	1	chr15:12230360-12234012	NA	NA	NA	NA
cRNA_2643	chr15:12230360-12238105	chr15	12230360	12238105	7746	2	chr15:12230360-12238105	NA	NA	NA	chr15:12230360-12238105
cRNA_2644	chr15:35792185-35794635	chr15	35792185	35794635	2451	1	chr15:35792185-35794635	NA	NA	NA	NA
cRNA_2645	chr15:80768408-80802298	chr15	80768408	80802298	33891	1	chr15:80768408-80802298	NA	NA	NA	NA
cRNA_2646	chr16:84876728-84879776	chr16	84876728	84879776	3049	2	chr16:84876728-84879776	NA	NA	NA	chr16:84876728-84879776
cRNA_2647	chr17:24310395-24330091	chr17	24310395	24330091	19697	1	chr17:24310395-24330091	NA	NA	NA	NA
cRNA_2648	chr17:81696239-81753022	chr17	81696239	81753022	56784	2	chr17:81696239-81753022	NA	NA	NA	chr17:81696239-81753022
cRNA_2649	chr18:5633204-5705243	chr18	5633204	5705243	72040	3	chr18:5633204-5705243	NA	NA	chr18:5633204-5705243	chr18:5633204-5705243
cRNA_2650	chr18:63927296-63958309	chr18	63927296	63958309	31014	1	chr18:63927296-63958309	NA	NA	NA	NA
cRNA_2651	chr18:70713724-70727470	chr18	70713724	70727470	13747	3	chr18:70713724-70727470	NA	NA	chr18:70713724-70727470	chr18:70713724-70727470
cRNA_2652	chr18:76395511-76437847	chr18	76395511	76437847	42337	3	chr18:76395511-76437847	NA	NA	chr18:76395511-76437847	chr18:76395511-76437847
cRNA_2653	chr18:79118609-79130395	chr18	79118609	79130395	11787	2	chr18:79118609-79130395	NA	NA	NA	chr18:79118609-79130395
cRNA_2654	chr19:16683239-16688305	chr19	16683239	16688305	5067	1	chr19:16683239-16688305	NA	NA	NA	NA
cRNA_2655	chr19:40351646-40362061	chr19	40351646	40362061	10416	1	chr19:40351646-40362061	NA	NA	NA	NA
cRNA_2656	chr19:45746344-45756446	chr19	45746344	45756446	10103	1	chr19:45746344-45756446	NA	NA	NA	NA
cRNA_2657	chr19:56563190-56564716	chr19	56563190	56564716	1527	2	chr19:56563190-56564716	NA	NA	NA	chr19:56563190-56564716
cRNA_2658	chr2:5987803-6015239	chr2	5987803	6015239	27437	2	chr2:5987803-6015239	NA	NA	NA	chr2:5987803-6015239
cRNA_2659	chr2:14031717-14050066	chr2	14031717	14050066	18350	2	chr2:14031717-14050066	NA	NA	NA	chr2:14031717-14050066
cRNA_2660	chr2:18114593-18131040	chr2	18114593	18131040	16448	1	chr2:18114593-18131040	NA	NA	NA	NA
cRNA_2661	chr2:29907210-29910059	chr2	29907210	29910059	2850	1	chr2:29907210-29910059	NA	NA	NA	NA
cRNA_2662	chr2:60062544-60065341	chr2	60062544	60065341	2798	2	chr2:60062544-60065341	NA	NA	NA	chr2:60062544-60065341
cRNA_2663	chr2:74399285-74403970	chr2	74399285	74403970	4686	1	chr2:74399285-74403970	NA	NA	NA	NA
cRNA_2664	chr2:78744018-78750553	chr2	78744018	78750553	6536	2	chr2:78744018-78750553	NA	NA	NA	chr2:78744018-78750553
cRNA_2665	chr2:126652083-126655328	chr2	126652083	126655328	3246	2	chr2:126652083-126655328	NA	NA	NA	chr2:126652083-126655328
cRNA_2666	chr2:156019553-156020872	chr2	156019553	156020872	1320	3	chr2:156019553-156020872	NA	NA	chr2:156019553-156020872	chr2:156019553-156020872
cRNA_2667	chr2:179580204-179581747	chr2	179580204	179581747	1544	1	chr2:179580204-179581747	NA	NA	NA	NA
cRNA_2668	chr3:30292127-30292470	chr3	30292127	30292470	344	3	chr3:30292127-30292470	NA	NA	chr3:30292127-30292470	chr3:30292127-30292470
cRNA_2669	chr3:86022094-86028493	chr3	86022094	86028493	6400	1	chr3:86022094-86028493	NA	NA	NA	NA
cRNA_2670	chr3:88930338-88940639	chr3	88930338	88940639	10302	1	chr3:88930338-88940639	NA	NA	NA	NA
cRNA_2671	chr3:116142103-116186563	chr3	116142103	116186563	44461	2	chr3:116142103-116186563	NA	NA	NA	chr3:116142103-116186563
cRNA_2672	chr3:121573204-121590134	chr3	121573204	121590134	16931	1	chr3:121573204-121590134	NA	NA	NA	NA
cRNA_2673	chr4:11365004-11379405	chr4	11365004	11379405	14402	1	chr4:11365004-11379405	NA	NA	NA	NA
cRNA_2674	chr4:58832704-58841605	chr4	58832704	58841605	8902	1	chr4:58832704-58841605	NA	NA	NA	NA
cRNA_2675	chr4:103204121-103210848	chr4	103204121	103210848	6728	2	chr4:103204121-103210848	NA	NA	NA	chr4:103204121-103210848
cRNA_2676	chr4:116113365-116144196	chr4	116113365	116144196	30832	1	chr4:116113365-116144196	NA	NA	NA	NA
cRNA_2677	chr5:87283953-87390860	chr5	87283953	87390860	106908	1	chr5:87283953-87390860	NA	NA	NA	NA
cRNA_2678	chr5:100553303-100555972	chr5	100553303	100555972	2670	1	chr5:100553303-100555972	NA	NA	NA	NA
cRNA_2679	chr5:100839165-100840844	chr5	100839165	100840844	1680	1	chr5:100839165-100840844	NA	NA	NA	NA
cRNA_2680	chr5:106814651-106817706	chr5	106814651	106817706	3056	2	chr5:106814651-106817706	NA	NA	NA	chr5:106814651-106817706
cRNA_2681	chr5:121491554-121492028	chr5	121491554	121492028	475	1	chr5:121491554-121492028	NA	NA	NA	NA
cRNA_2682	chr5:124529985-124536572	chr5	124529985	124536572	6588	1	chr5:124529985-124536572	NA	NA	NA	NA
cRNA_2683	chr6:18214099-18235346	chr6	18214099	18235346	21248	1	chr6:18214099-18235346	NA	NA	NA	NA
cRNA_2684	chr6:18235155-18258316	chr6	18235155	18258316	23162	1	chr6:18235155-18258316	NA	NA	NA	NA
cRNA_2685	chr6:38417390-38479343	chr6	38417390	38479343	61954	2	chr6:38417390-38479343	NA	NA	NA	chr6:38417390-38479343
cRNA_2686	chr6:39142031-39150372	chr6	39142031	39150372	8342	1	chr6:39142031-39150372	NA	NA	NA	NA
cRNA_2687	chr6:39336884-39343980	chr6	39336884	39343980	7097	1	chr6:39336884-39343980	NA	NA	NA	NA
cRNA_2688	chr6:50404225-50405400	chr6	50404225	50405400	1176	1	chr6:50404225-50405400	NA	NA	NA	NA
cRNA_2689	chr6:93722415-93750670	chr6	93722415	93750670	28256	1	chr6:93722415-93750670	NA	NA	NA	NA
cRNA_2690	chr6:99405750-99412306	chr6	99405750	99412306	6557	2	chr6:99405750-99412306	NA	NA	NA	chr6:99405750-99412306
cRNA_2691	chr6:118981999-119034476	chr6	118981999	119034476	52478	1	chr6:118981999-119034476	NA	NA	NA	NA
cRNA_2692	chr7:16245118-16283132	chr7	16245118	16283132	38015	1	chr7:16245118-16283132	NA	NA	NA	NA
cRNA_2693	chr7:37658680-37682373	chr7	37658680	37682373	23694	2	chr7:37658680-37682373	NA	NA	NA	chr7:37658680-37682373
cRNA_2694	chr7:105925496-105929899	chr7	105925496	105929899	4404	1	chr7:105925496-105929899	NA	NA	NA	NA
cRNA_2695	chr7:130642617-130649918	chr7	130642617	130649918	7302	1	chr7:130642617-130649918	NA	NA	NA	NA
cRNA_2696	chr7:130645390-130651963	chr7	130645390	130651963	6574	1	chr7:130645390-130651963	NA	NA	NA	NA
cRNA_2697	chr7:130648286-130655822	chr7	130648286	130655822	7537	1	chr7:130648286-130655822	NA	NA	NA	NA
cRNA_2698	chr7:130675930-130682942	chr7	130675930	130682942	7013	1	chr7:130675930-130682942	NA	NA	NA	NA
cRNA_2699	chr7:130690443-130692257	chr7	130690443	130692257	1815	1	chr7:130690443-130692257	NA	NA	NA	NA
cRNA_2700	chr7:130690443-130696636	chr7	130690443	130696636	6194	1	chr7:130690443-130696636	NA	NA	NA	NA
cRNA_2701	chr7:130690443-130701049	chr7	130690443	130701049	10607	1	chr7:130690443-130701049	NA	NA	NA	NA
cRNA_2702	chr8:8689206-8691256	chr8	8689206	8691256	2051	2	chr8:8689206-8691256	NA	NA	NA	chr8:8689206-8691256
cRNA_2703	chr8:77633222-77636657	chr8	77633222	77636657	3436	1	chr8:77633222-77636657	NA	NA	NA	NA
cRNA_2704	chr8:86575303-86628586	chr8	86575303	86628586	53284	2	chr8:86575303-86628586	NA	NA	NA	chr8:86575303-86628586
cRNA_2705	chr9:3441055-3477962	chr9	3441055	3477962	36908	3	chr9:3441055-3477962	NA	NA	chr9:3441055-3477962	chr9:3441055-3477962
cRNA_2706	chr9:35146527-35156002	chr9	35146527	35156002	9476	2	chr9:35146527-35156002	NA	NA	NA	chr9:35146527-35156002
cRNA_2707	chr9:76904175-76916347	chr9	76904175	76916347	12173	2	chr9:76904175-76916347	NA	NA	NA	chr9:76904175-76916347
cRNA_2708	chr9:108546624-108549745	chr9	108546624	108549745	3122	2	chr9:108546624-108549745	NA	NA	NA	chr9:108546624-108549745
cRNA_2709	chr1:16652151-16672577	chr1	16652151	16672577	20427	1	chr1:16652151-16672577	NA	NA	NA	NA
cRNA_2710	chr1:37416659-37419141	chr1	37416659	37419141	2483	1	chr1:37416659-37419141	NA	NA	NA	NA
cRNA_2711	chr1:37840801-37858721	chr1	37840801	37858721	17921	1	chr1:37840801-37858721	NA	NA	NA	NA
cRNA_2712	chr1:39594559-39604413	chr1	39594559	39604413	9855	1	chr1:39594559-39604413	NA	NA	NA	NA
cRNA_2713	chr1:51852162-51902593	chr1	51852162	51902593	50432	1	chr1:51852162-51902593	NA	NA	NA	NA
cRNA_2714	chr1:52238870-52246518	chr1	52238870	52246518	7649	1	chr1:52238870-52246518	NA	NA	NA	NA
cRNA_2715	chr1:53295788-53329582	chr1	53295788	53329582	33795	1	chr1:53295788-53329582	NA	NA	NA	NA
cRNA_2716	chr1:66801207-66846763	chr1	66801207	66846763	45557	3	chr1:66801207-66846763	NA	NA	chr1:66801207-66846763	chr1:66801207-66846763
cRNA_2717	chr1:66840208-66846763	chr1	66840208	66846763	6556	3	chr1:66840208-66846763	NA	NA	chr1:66840208-66846763	chr1:66840208-66846763
cRNA_2718	chr1:84754038-84763917	chr1	84754038	84763917	9880	1	chr1:84754038-84763917	NA	NA	NA	NA
cRNA_2719	chr1:91312287-91313068	chr1	91312287	91313068	782	1	chr1:91312287-91313068	NA	NA	NA	NA
cRNA_2720	chr1:92069242-92076216	chr1	92069242	92076216	6975	2	chr1:92069242-92076216	NA	NA	NA	chr1:92069242-92076216
cRNA_2721	chr1:105474389-105493975	chr1	105474389	105493975	19587	1	chr1:105474389-105493975	NA	NA	NA	NA
cRNA_2722	chr1:106209093-106214846	chr1	106209093	106214846	5754	2	chr1:106209093-106214846	NA	NA	NA	chr1:106209093-106214846
cRNA_2723	chr1:118347170-118347648	chr1	118347170	118347648	479	1	chr1:118347170-118347648	NA	NA	NA	NA
cRNA_2724	chr1:118470832-118483116	chr1	118470832	118483116	12285	3	chr1:118470832-118483116	NA	NA	chr1:118470832-118483116	chr1:118470832-118483116
cRNA_2725	chr1:118475595-118479886	chr1	118475595	118479886	4292	2	chr1:118475595-118479886	NA	NA	NA	chr1:118475595-118479886
cRNA_2726	chr1:119595244-119620639	chr1	119595244	119620639	25396	1	chr1:119595244-119620639	NA	NA	NA	NA
cRNA_2727	chr1:130609886-130611810	chr1	130609886	130611810	1925	2	chr1:130609886-130611807	NA	NA	chr1:130609886-130611810	chr1:130609886-130611810
cRNA_2728	chr1:132936875-132940452	chr1	132936875	132940452	3578	1	chr1:132936875-132940452	NA	NA	NA	NA
cRNA_2729	chr1:140290687-140311072	chr1	140290687	140311072	20386	1	chr1:140290687-140311072	NA	NA	NA	NA
cRNA_2730	chr1:155063524-155073181	chr1	155063524	155073181	9658	1	chr1:155063524-155073181	NA	NA	NA	NA
cRNA_2731	chr1:155477200-155500704	chr1	155477200	155500704	23505	1	chr1:155477200-155500704	NA	NA	NA	NA
cRNA_2732	chr1:157114301-157126834	chr1	157114301	157126834	12534	2	chr1:157114301-157126834	NA	NA	NA	chr1:157114301-157126834
