chrom	start	end	ID	n_reads	strand	n_uniq	uniq_bridges	signal	strandmatch	category	Tube_1	Tube_10	Tube_100	Tube_101	Tube_102	Tube_103	Tube_104	Tube_105	Tube_106	Tube_107	Tube_108	Tube_109	Tube_11	Tube_110	Tube_111	Tube_112	Tube_113	Tube_114	Tube_12	Tube_13	Tube_14	Tube_15	Tube_16	Tube_17	Tube_18	Tube_19	Tube_2	Tube_20	Tube_21	Tube_22	Tube_23	Tube_24	Tube_25	Tube_26	Tube_27	Tube_28	Tube_29	Tube_3	Tube_30	Tube_31	Tube_32	Tube_33	Tube_34	Tube_35	Tube_36	Tube_37	Tube_38	Tube_39	Tube_4	Tube_40	Tube_41	Tube_42	Tube_43	Tube_44	Tube_45	Tube_46	Tube_47	Tube_48	Tube_49	Tube_5	Tube_50	Tube_51	Tube_52	Tube_53	Tube_54	Tube_55	Tube_56	Tube_57	Tube_58	Tube_59	Tube_6	Tube_60	Tube_61	Tube_62	Tube_63	Tube_64	Tube_65	Tube_66	Tube_67	Tube_68	Tube_69	Tube_7	Tube_70	Tube_71	Tube_72	Tube_73	Tube_74	Tube_75	Tube_76	Tube_77	Tube_78	Tube_79	Tube_8	Tube_80	Tube_81	Tube_82	Tube_83	Tube_84	Tube_85	Tube_86	Tube_87	Tube_88	Tube_89	Tube_9	Tube_90	Tube_91	Tube_92	Tube_93	Tube_94	Tube_95	Tube_96	Tube_97	Tube_98	Tube_99
chr5	103930989	103932379	chr5:103930989-103932379	304	+	222	13	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	5	8	2	0	0	2	0	2	1	3	0	0	2	0	3	5	2	0	6	0	5	6	0	2	0	0	9	5	1	6	0	7	1	2	4	4	6	4	3	1	1	0	1	1	2	0	0	0	6	4	3	0	4	6	3	3	1	5	1	13	4	1	1	2	2	2	0	2	0	1	3	1	2	6	1	1	0	2	2	3	4	7	2	2	5	2	1	0	2	0	1	1	1	1	6	6	9	4	7	1	9	8	5	4	7	1	6	3	1	1	0	0	0	0
chr5	104033772	104034153	chr5:104033772-104034153	173	-	134	11	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	0	4	3	0	2	0	7	1	2	6	0	1	3	0	3	1	2	2	0	1	4	1	1	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	3	2	2	2	1	0	0	1	0	2	4	3	5	1	8	2	8	7	0	4	7	8	5	1	11	6	3	1	5	2	5	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	2	2	0	0	0	0
chr5	104033772	104034156	chr5:104033772-104034156	565	-	371	27	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	1	0	2	20	3	8	12	14	10	17	7	6	0	7	14	12	5	8	3	0	6	1	0	1	0	0	0	2	0	10	12	1	3	7	3	0	3	3	1	7	1	0	6	4	8	3	5	0	0	1	11	9	13	15	16	13	10	8	18	0	9	19	28	14	15	19	15	15	9	9	0	18	0	0	2	0	1	1	1	1	1	2	0	1	0	4	2	0	0	0	1	3	0	1	1	0	1	1	0	0	1	1	3	0	3	1	4	1	3	1	0	1	2	0
chr5	106765936	106767508	chr5:106765936-106767508	971	-	634	29	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	6	9	3	18	8	8	17	20	15	11	12	5	8	10	7	19	24	14	13	4	2	12	7	8	2	4	4	1	7	7	24	21	27	29	18	6	18	7	16	4	5	8	2	7	5	2	1	0	3	0	9	7	8	19	15	7	7	6	21	15	20	2	2	7	4	1	9	7	0	8	14	6	7	10	5	4	15	14	2	3	17	16	10	0	5	1	1	0	1	0	2	2	4	1	7	10	20	8	29	9	10	14	8	10	5	9	6	4	11	4	1	1	3	0
chr5	106765936	106786501	chr5:106765936-106786501	1891	-	1207	48	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	2	4	22	36	21	19	20	31	41	17	20	23	14	32	15	32	34	33	6	13	2	5	3	5	4	11	5	4	40	34	28	48	31	49	40	47	42	20	27	24	23	29	28	42	23	24	12	28	2	21	46	5	17	36	11	30	15	13	11	9	29	25	22	18	21	23	28	18	13	10	11	24	15	13	0	2	13	13	0	5	12	7	16	3	0	1	11	0	8	0	1	2	7	4	9	13	12	4	10	5	26	16	6	5	7	12	15	3	12	4	6	7	4	11
chr5	106765936	106814711	chr5:106765936-106814711	158	-	106	10	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	0	7	1	2	1	0	10	1	0	0	0	5	1	7	0	1	0	2	0	0	0	0	0	0	1	0	1	0	4	4	4	1	6	1	4	0	2	6	1	4	3	2	2	0	0	0	0	7	3	2	0	5	7	0	2	1	5	0	2	2	0	3	0	0	1	0	1	0	1	1	0	0	0	0	3	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	3	0	1	1	3	0	1	0	3	1	0	0	0	2	0	0
chr5	106767405	106786501	chr5:106767405-106786501	919	-	555	33	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	1	2	10	2	8	13	12	1	4	1	4	6	2	6	8	11	4	6	3	3	0	4	4	1	6	3	26	28	19	30	28	25	27	20	31	3	34	14	12	14	14	12	26	12	14	18	3	25	20	4	2	2	5	2	7	4	5	5	13	4	1	1	2	0	0	0	1	4	5	0	18	15	7	5	13	22	6	5	19	3	19	3	4	1	4	5	3	5	8	3	2	4	9	2	11	5	7	1	7	9	5	3	8	4	10	1	4	7	1	1	1	2
chr5	106782696	106786501	chr5:106782696-106786501	1834	-	1139	60	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	1	5	3	19	24	11	18	7	29	8	15	13	10	9	8	11	27	9	6	12	11	13	10	9	3	10	7	0	28	36	61	33	32	53	59	41	35	20	37	33	22	31	16	43	26	21	22	35	10	22	36	9	14	21	12	14	26	29	8	11	40	24	24	13	15	15	22	12	7	20	13	24	7	8	19	11	13	11	8	16	13	15	13	1	1	5	2	1	6	2	1	4	13	3	10	15	18	8	21	4	30	17	7	1	12	21	13	9	13	7	3	5	7	7
chr5	106782696	106814711	chr5:106782696-106814711	384	-	272	17	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	0	7	3	2	5	11	11	0	3	1	0	8	7	7	6	2	1	6	2	5	0	0	0	4	1	0	12	17	9	7	12	12	11	6	14	2	7	10	4	12	4	8	6	13	7	9	1	2	4	0	1	0	0	4	5	4	3	3	1	5	3	7	5	1	2	2	2	5	0	1	1	1	0	2	0	5	1	0	0	0	1	0	0	2	2	0	0	0	0	2	1	0	1	1	4	3	4	1	0	0	1	0	0	5	3	0	4	0	0	0	2	2
chr5	107936064	107947126	chr5:107936064-107947126	232	-	164	7	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	0	0	5	2	4	1	7	0	0	0	6	0	3	8	0	6	0	0	2	4	0	4	0	2	3	0	7	7	9	7	10	5	0	3	6	0	6	4	4	4	3	4	0	0	0	0	0	0	4	0	3	3	0	0	0	0	1	2	0	0	0	3	5	0	1	0	0	3	7	0	0	0	0	11	3	4	5	0	0	0	5	3	5	1	0	4	4	0	4	0	5	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	3	2	0	0
chr5	110413377	110415131	chr5:110413377-110415131	620	-	425	20	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	1	5	3	0	13	3	2	8	4	2	4	3	7	6	8	8	5	5	5	7	8	10	5	2	4	4	3	5	8	11	11	13	9	8	16	5	6	2	10	6	16	12	19	20	8	16	4	14	3	6	6	2	3	0	6	6	5	6	8	2	3	20	2	5	2	5	1	6	6	7	3	6	2	0	1	3	2	0	0	4	1	1	5	7	1	5	2	3	0	1	2	7	3	4	2	4	5	4	3	0	9	12	0	3	2	6	9	10	8	6	2	0	4	4
chr5	110901669	110904632	chr5:110901669-110904632	256	-	189	9	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	1	6	1	1	1	1	5	0	1	1	5	0	3	5	2	2	0	5	1	3	6	8	3	5	2	3	2	5	4	3	0	7	1	2	5	1	0	1	7	1	5	2	4	3	2	3	0	3	4	7	0	0	0	0	1	4	0	0	0	5	3	4	1	1	1	4	0	0	1	0	2	0	2	1	0	0	4	4	1	1	4	2	0	0	1	1	0	2	1	1	0	0	4	1	5	0	2	3	2	0	9	2	1	2	5	4	6	1	3	3	2	3	0	3
chr5	110903262	110904632	chr5:110903262-110904632	826	-	611	29	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	1	15	2	4	3	4	6	12	7	8	2	3	9	2	12	19	10	12	5	9	6	5	4	16	4	2	7	6	6	8	8	30	6	11	10	2	5	5	21	5	4	5	0	14	7	1	4	3	7	6	22	12	9	10	13	11	9	6	9	11	14	12	10	17	10	4	4	8	10	8	8	5	4	10	4	4	2	5	2	2	8	7	4	1	8	7	6	3	4	7	3	5	10	6	5	0	10	12	5	0	7	10	6	8	18	9	9	6	6	1	7	3	5	2
chr5	111330789	111331297	chr5:111330789-111331297	216	+	140	13	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	0	0	1	5	13	2	5	3	3	2	2	5	0	2	5	7	2	3	3	0	1	2	1	0	0	2	1	0	1	1	5	0	0	0	2	0	2	1	8	9	4	4	1	5	6	2	4	0	0	0	3	7	2	5	1	5	9	1	9	0	6	8	1	3	5	4	4	4	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	4	0	0	0	0	1
chr5	113323070	113341773	chr5:113323070-113341773	357	-	267	16	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	2	6	7	2	1	0	2	1	2	2	1	1	5	0	1	0	0	0	4	5	0	4	2	8	4	2	6	1	4	4	4	7	12	4	6	1	5	8	9	8	16	13	6	9	6	12	9	7	4	1	5	1	0	1	1	0	0	0	1	5	4	0	0	1	2	0	0	0	0	1	4	4	2	5	0	4	1	0	3	1	10	4	0	1	4	2	1	0	2	0	1	1	7	0	1	2	0	5	4	0	0	4	2	2	12	2	2	3	7	0	3	2	2	1
chr5	117472832	117482078	chr5:117472832-117482078	362	+	254	24	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	8	7	5	2	1	1	1	0	1	0	0	2	6	0	0	1	0	2	5	0	2	3	7	9	5	10	12	1	0	0	1	2	6	2	8	0	6	9	1	2	1	2	0	1	2	0	2	1	9	0	5	3	2	0	0	1	0	1	3	4	0	2	2	0	1	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	10	0	13	8	24	8	10	3	3	10	9	10	10	3	7	6	3	10	0	2	9	6
chr5	118230560	118233794	chr5:118230560-118233794	748	-	503	20	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	1	0	0	12	11	11	14	15	9	3	16	8	3	14	12	14	13	20	14	5	1	3	4	4	4	10	3	1	7	7	12	13	18	20	11	2	17	6	5	20	8	12	6	13	7	8	8	4	3	12	7	10	9	9	18	15	6	10	6	7	13	12	8	5	13	3	5	6	10	9	5	8	0	2	1	5	3	1	0	2	2	3	4	2	4	1	6	0	4	2	6	3	0	2	0	2	2	16	3	1	9	3	2	0	0	2	7	0	2	3	3	2	0	0
chr5	118731397	118731635	chr5:118731397-118731635	1430	+	955	113	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	0	5	6	24	25	24	23	37	17	32	50	15	9	14	55	115	19	38	16	8	2	11	5	12	6	12	2	1	6	2	11	10	4	14	12	4	6	10	11	26	13	25	9	22	8	7	9	7	5	8	26	28	37	29	10	28	25	14	17	10	18	24	24	25	22	21	16	7	16	34	11	17	4	0	2	0	2	1	0	4	4	6	3	3	5	4	2	1	0	3	5	4	5	1	3	2	5	7	7	4	1	2	7	4	5	4	8	6	14	2	6	7	3	3
chr5	121910729	121916168	chr5:121910729-121916168	236	+	141	15	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	0	0	4	4	3	1	1	1	3	0	0	2	1	0	2	3	2	9	0	1	1	0	3	1	0	1	1	0	4	2	9	11	0	11	15	9	9	0	15	6	4	0	0	5	2	2	1	2	0	3	4	0	3	0	0	0	1	2	1	1	1	1	0	2	0	0	2	1	0	5	1	1	2	6	0	1	4	0	0	6	3	1	2	0	0	2	1	1	5	0	1	3	0	3	0	0	1	1	3	0	1	0	5	0	0	0	3	0	1	0	0	0	0	0
chr5	121940143	121941143	chr5:121940143-121941143	967	+	651	29	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1	3	8	14	16	19	9	12	19	15	17	14	1	0	18	20	8	19	10	9	2	3	5	4	4	2	2	3	21	7	17	10	16	15	29	15	22	3	19	20	12	19	18	18	16	20	4	5	9	9	4	1	7	11	3	7	5	1	4	5	10	4	5	8	10	0	1	4	5	2	3	4	16	12	13	10	8	12	7	12	4	2	14	3	7	11	12	4	7	2	7	18	2	12	7	2	1	2	8	7	5	3	2	5	4	4	7	4	3	2	7	1	2	11
chr5	122627300	122629848	chr5:122627300-122629848	263	-	179	20	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	1	8	13	11	14	8	14	2	6	4	2	1	7	9	4	4	2	0	0	4	1	0	0	0	1	0	5	12	2	6	0	18	20	1	3	2	13	1	1	0	1	2	6	4	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	1	1	0	4	0	0	3	0	0	2	0	0	0	0	0	0	0	0	4	0	2	1	0	1	0	0	0	0	2	0	0	0	1	3	0	0	3	0	0	2	0	0	0	2	2	1	0	3	3	0	0	1	3
chr5	123755398	123755885	chr5:123755398-123755885	107	-	66	9	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	4	9	7	2	7	0	3	3	5	4	7	3	1	9	2	9	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5	130216241	130219884	chr5:130216241-130219884	1655	+	1118	41	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	3	3	6	20	19	15	11	26	27	16	16	12	4	21	36	30	12	17	23	10	9	14	13	9	2	9	6	7	17	14	24	22	7	22	31	9	30	7	23	27	12	13	27	37	7	14	4	18	8	4	28	17	30	33	17	41	34	28	26	5	21	22	41	22	35	20	15	21	15	36	18	27	2	8	6	7	4	7	1	7	7	6	0	7	10	6	14	10	8	18	13	7	3	11	5	5	7	10	13	2	6	11	10	4	15	17	26	5	10	9	1	6	4	2
chr5	130216241	130226957	chr5:130216241-130226957	910	+	594	27	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1	0	1	7	10	6	4	2	12	4	7	6	5	9	4	11	7	7	2	11	7	5	10	2	3	7	0	4	2	5	24	10	17	24	13	7	17	2	13	20	21	10	5	27	12	11	13	7	5	7	24	12	14	10	10	5	10	3	15	4	12	10	11	16	14	14	6	8	3	10	5	9	2	4	3	4	9	1	11	4	1	2	10	7	14	7	5	11	17	7	4	14	7	4	1	10	13	4	4	2	8	9	7	4	12	2	9	7	8	2	3	2	2	2
chr5	134650802	134656629	chr5:134650802-134656629	227	-	166	12	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	0	3	1	5	1	6	3	0	6	4	2	0	0	2	5	3	2	5	2	0	0	0	0	0	0	4	6	0	4	1	0	8	3	8	5	5	0	3	3	12	4	5	3	0	3	10	0	6	3	1	2	1	1	0	0	0	6	0	1	1	4	0	6	0	1	0	2	3	0	5	3	3	3	0	1	0	0	1	1	2	0	0	0	0	0	2	1	1	2	2	4	1	1	0	1	0	1	0	0	1	2	4	0	0	1	2	1	0	0	2	2	0	2	0
chr5	135150359	135152871	chr5:135150359-135152871	696	+	391	29	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	0	4	3	4	5	0	3	3	3	1	1	2	4	2	7	6	2	2	2	4	1	0	1	2	5	5	1	0	2	1	4	7	4	0	4	3	10	8	6	13	4	14	8	16	11	10	9	12	0	14	17	10	17	24	7	16	14	27	10	1	17	17	27	31	27	15	7	10	7	12	0	16	1	6	3	2	3	3	9	3	3	1	1	9	4	9	8	8	3	5	9	11	5	8	0	0	0	8	0	0	2	0	0	0	5	0	0	1	3	0	0	0	0	1
chr5	135245443	135252072	chr5:135245443-135252072	201	+	142	9	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	3	3	4	0	0	0	0	0	7	1	0	0	0	1	0	4	1	1	3	0	0	2	1	5	0	0	2	1	6	4	7	0	5	9	3	0	2	4	3	0	3	8	1	1	1	0	2	0	3	5	1	0	0	3	1	1	0	1	0	1	1	0	2	3	2	1	0	0	0	0	5	4	0	2	1	4	0	4	0	0	2	1	1	0	1	0	0	0	1	0	1	0	3	1	3	0	1	9	1	0	5	6	1	0	3	0	3	3	2	8	2	0	0	0
chr5	138091181	138092401	chr5:138091181-138092401	268	+	193	12	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	0	0	1	0	0	0	0	1	1	0	4	3	0	0	2	0	2	2	3	0	0	1	0	3	1	2	1	0	2	5	5	4	8	7	5	8	1	2	3	4	9	3	3	10	12	2	6	5	9	10	2	0	0	0	0	1	0	0	0	6	6	3	0	2	0	0	0	2	0	3	2	0	8	1	4	2	3	2	1	1	3	1	1	5	1	5	3	3	4	1	3	6	0	4	2	2	9	0	6	0	0	0	1	2	3	0	0	1	0	2	0	1	0	0
chr5	138614827	138615316	chr5:138614827-138615316	411	-	292	17	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,LINEAR,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	1	3	1	9	12	10	6	13	7	10	6	4	0	2	5	2	6	6	0	3	3	0	3	3	4	0	0	0	13	7	3	10	6	17	5	6	7	5	3	2	5	10	5	17	7	1	1	3	4	2	5	6	9	5	6	5	7	3	2	0	7	6	4	2	7	3	7	5	0	3	0	7	2	5	3	0	2	2	3	5	1	1	1	0	0	0	3	0	2	5	3	1	1	0	0	1	1	0	1	0	0	0	0	0	2	1	0	1	1	2	0	1	0	3
chr5	143075874	143076684	chr5:143075874-143076684	527	-	386	15	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	6	4	5	7	1	2	4	3	5	0	2	3	4	3	7	3	2	3	16	4	3	2	2	7	6	5	5	4	7	5	5	14	5	7	8	9	15	4	13	4	9	13	13	9	10	1	2	0	6	7	1	0	1	0	3	6	0	1	9	6	5	0	0	2	3	2	1	6	0	3	13	2	1	4	2	4	2	6	5	5	6	0	2	4	3	4	0	2	0	3	2	3	6	2	12	3	4	5	10	0	11	9	5	2	9	4	7	5	10	5	3	5	1	3
chr5	144215337	144222405	chr5:144215337-144222405	357	-	250	21	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	2	6	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	7	4	9	21	7	6	4	8	4	0	0	0	3	6	2	0	2	1	9	0	2	3	4	4	1	2	0	0	0	3	2	0	0	0	0	0	0	0	0	4	10	0	0	0	0	0	0	0	0	0	0	8	0	1	2	0	0	2	0	1	4	2	3	1	0	5	1	2	0	1	0	0	1	5	0	11	11	15	6	16	1	7	9	8	12	11	15	9	4	7	8	4	11	2	1
chr5	146196314	146208545	chr5:146196314-146208545	352	+	269	12	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1	0	3	9	9	8	15	7	12	0	9	5	1	5	17	6	7	9	5	2	0	3	5	2	1	0	2	0	6	3	7	1	3	0	3	0	4	2	0	4	7	5	5	10	6	4	4	1	0	1	4	2	6	7	0	7	8	2	2	3	6	4	4	8	2	6	0	5	3	5	4	4	0	2	3	1	0	0	0	0	0	2	0	0	0	1	3	0	0	0	0	3	0	0	0	0	0	3	2	1	0	0	3	0	2	0	2	5	3	0	2	0	2	1
chr5	147387462	147391998	chr5:147387462-147391998	281	+	208	14	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	2	1	2	3	7	2	5	1	4	1	5	1	2	3	10	0	5	4	1	0	3	3	5	2	0	0	1	2	3	3	9	12	9	10	15	6	0	2	10	7	2	10	7	14	11	3	3	1	0	0	1	0	2	2	5	3	1	3	1	1	0	0	0	2	4	2	1	2	1	0	1	2	0	0	0	0	0	0	2	0	0	1	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	2	3	3	0	3	0	0	2	2	3	2	1	3	0	1
chr5	150393141	150395075	chr5:150393141-150395075	178	+	129	8	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	0	0	5	3	8	4	7	9	3	3	6	3	0	6	2	5	7	1	0	0	2	0	0	0	1	0	0	1	3	0	0	2	1	0	0	1	0	1	5	2	0	3	0	0	2	2	0	2	1	3	1	2	6	6	2	0	4	3	1	0	6	4	4	3	6	2	1	0	3	2	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	4	1	0	0	0	0	3	0	0	0	0	1	2	0
chr5	150527641	150531905	chr5:150527641-150531905	361	-	203	21	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	0	11	13	5	4	3	11	3	9	6	0	4	2	13	5	7	0	0	0	0	0	0	0	2	1	0	0	5	4	1	7	4	1	3	2	0	2	4	3	4	1	6	0	0	6	1	0	5	19	4	12	12	11	5	2	2	3	0	2	10	7	8	21	7	17	2	7	15	0	8	0	1	1	4	0	0	2	0	0	1	0	1	0	0	1	3	2	2	0	2	0	4	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0
chr6	3545509	3578915	chr6:3545509-3578915	187	+	136	7	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1	2	1	2	4	0	0	3	4	0	0	0	0	1	2	1	1	2	4	0	8	0	0	3	2	0	4	1	2	0	2	1	2	5	6	1	0	7	2	6	4	0	2	4	2	2	1	0	3	0	2	6	5	2	0	4	0	1	4	0	5	4	1	6	2	0	0	1	0	0	1	0	1	4	0	2	0	0	0	2	0	0	5	0	2	0	1	0	0	0	0	0	0	0	0	0	1	1	5	0	4	1	0	0	5	0	3	2	2	0	2	0	0	2
chr6	5100431	5115480	chr6:5100431-5115480	257	+	197	11	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	3	2	1	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	3	7	9	5	7	3	6	7	4	4	5	6	0	5	2	3	0	1	5	11	6	1	0	2	0	2	2	1	2	3	1	0	0	0	0	2	0	0	0	0	0	8	0	2	0	0	0	0	0	3	1	0	11	0	0	0	0	4	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	7	0	5	1	2	9	13	0	11	10	5	1	11	7	2	2	2	2	2	1	0	3
chr6	22132227	22145686	chr6:22132227-22145686	1470	+	874	63	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	8	6	1	5	24	21	20	37	27	13	23	3	3	8	13	14	12	20	7	10	7	4	1	5	1	6	4	0	11	5	1	10	15	8	14	7	6	12	9	18	4	12	4	11	1	4	6	6	2	5	45	19	38	30	28	28	35	52	26	2	46	43	43	48	45	27	43	35	39	37	9	63	9	8	8	6	2	4	6	12	12	10	6	5	14	11	11	2	21	4	3	7	3	10	7	2	3	2	4	0	3	2	0	0	4	1	5	0	3	0	4	1	0	0
chr6	23107138	23122736	chr6:23107138-23122736	4001	-	1787	219	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	75	99	105	134	116	110	155	120	176	0	123	101	118	116	90	130	219	144	188	159	0	221	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	43	49	24	42	50	109	57	57	92	0	65	60	81	62	86	61	71	44	126	51	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
